,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,0.02,0.86,0.39,0.99,0.33,0.29,0.88,0.91,0.45,0.19,0.03,0.99,0.05,0.68,0.3,0.47,0.38
encog-cs.csv,0.01,0.91,0.27,0.86,0.26,0.32,0.76,0.94,1.0,0.16,0.02,1.0,0.0,0.67,0.29,0.48,0.44
extprosys.csv,0.01,0.93,0.98,0.87,0.26,0.28,0.76,0.93,0.35,0.21,0.02,0.99,0.04,0.64,0.29,0.47,0.39
ibatisdb.csv,0.0,0.89,0.22,0.96,0.28,0.38,0.75,0.9,0.71,0.21,0.05,0.98,0.14,0.71,1.0,0.53,0.38
intact.csv,0.0,0.84,0.3,0.97,0.22,1.0,0.78,0.98,0.42,0.1,0.04,1.0,0.0,0.73,0.06,0.5,0.25
japano.csv,0.01,0.88,0.33,0.86,0.26,0.25,0.8,1.0,0.45,0.19,0.03,1.0,0.05,0.7,0.27,0.57,0.36
lockss.csv,0.0,1.0,0.0,1.0,0.29,0.22,1.0,1.0,0.36,1.0,0.01,1.0,0.0,0.59,0.43,0.6,1.0
ofbiz.csv,0.0,0.94,0.41,1.0,0.26,0.25,1.0,1.0,0.43,0.29,0.05,1.0,0.0,0.99,0.37,0.71,0.5
officefloor.csv,0.0,0.93,0.26,0.87,0.25,0.31,0.76,0.94,0.26,0.12,1.0,0.99,0.06,0.5,0.25,0.51,0.33
opennms.csv,0.0,0.86,0.0,0.95,1.0,0.43,0.93,0.96,0.43,0.15,0.06,1.0,0.0,0.68,0.18,0.33,0.0
papertoolkit.csv,0.0,0.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
rohxel.csv,0.01,0.91,0.24,0.88,0.26,0.43,1.0,0.95,0.46,0.18,0.02,0.99,0.06,0.69,0.27,0.56,0.4
sevenupdate.csv,0.01,1.0,0.28,0.86,0.26,0.26,0.83,0.91,0.36,0.25,0.03,0.99,0.05,0.66,0.15,0.49,0.38
web-cat.csv,0.0,0.95,0.28,0.83,0.32,0.24,0.7,1.0,0.45,0.06,0.01,0.98,0.06,0.5,0.22,0.6,1.0
xcf.csv,0.0,0.89,0.33,0.93,0.24,0.32,0.79,0.96,0.66,0.2,0.04,0.99,0.12,0.74,0.33,1.0,0.39
