,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,0.48,0.94,0.38,0.55,0.61,0.44,0.8,0.64,0.63,0.67,0.06,0.84,0.61,0.86
baadengine.csv,0.03,1.0,0.65,0.62,0.99,0.98,0.73,0.79,0.65,0.65,1.0,0.92,0.77,0.69
bnetd.csv,0.74,1.04,0.47,0.75,0.8,0.84,0.03,0.52,0.7,0.46,0.62,0.61,0.51,0.66
impala.csv,0.69,0.77,1.12,0.74,0.9,1.0,0.71,1.03,0.69,1.0,1.05,0.08,0.48,0.85
jaxen.csv,0.74,0.95,0.06,0.86,0.97,0.01,0.82,0.73,1.0,0.75,0.62,1.0,1.0,0.96
jgameai.csv,0.99,0.96,1.04,0.04,0.97,1.01,0.97,0.92,0.79,1.04,0.82,0.96,1.0,0.91
jparsec.csv,0.57,0.83,0.53,0.66,0.96,0.62,0.83,0.71,0.78,0.73,0.88,0.75,0.89,0.07
motu.csv,0.88,0.91,1.0,0.93,0.93,0.8,0.97,0.65,1.0,0.0,0.65,0.92,1.0,0.98
vars-redux.csv,0.91,1.17,0.19,0.9,0.8,0.68,0.92,0.05,0.86,0.42,0.69,0.71,1.0,0.78
werx.csv,0.84,0.0,0.99,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.96,1.0,0.99
wishmaster.csv,0.87,0.84,1.02,0.76,1.0,1.0,0.95,0.85,0.07,1.0,0.88,0.55,0.82,0.94
xreal.csv,1.0,1.0,1.0,0.88,1.0,1.0,0.97,1.0,1.0,1.0,1.0,0.88,0.0,0.98
zealos.csv,0.88,0.89,0.29,0.61,0.04,0.7,0.81,0.64,0.63,0.55,0.66,0.84,0.65,0.79
