,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,0.59,0.38,0.89,0.63,0.45,0.63,0.25,0.55,0.56,0.58,0.95,0.27,0.45,0.21
baadengine.csv,0.98,0.0,0.73,0.55,0.05,0.09,0.62,0.55,0.59,0.64,0.0,0.32,0.57,0.63
bnetd.csv,0.49,0.0,0.85,0.41,0.33,0.49,0.99,0.69,0.54,0.68,0.53,0.63,0.83,0.49
impala.csv,0.44,0.27,0.0,0.44,0.16,0.0,0.49,0.07,0.5,0.1,0.16,0.93,0.74,0.19
jaxen.csv,0.31,0.06,0.99,0.18,0.04,1.0,0.22,0.33,0.0,0.35,0.43,0.0,0.0,0.05
jgameai.csv,0.01,0.05,0.0,0.96,0.13,0.0,0.04,0.12,0.25,0.0,0.23,0.05,0.0,0.11
jparsec.csv,0.72,0.36,0.82,0.63,0.17,0.67,0.49,0.54,0.56,0.59,0.41,0.53,0.38,0.94
motu.csv,0.15,0.11,0.0,0.1,0.09,0.24,0.04,0.42,0.0,1.0,0.42,0.1,0.0,0.02
vars-redux.csv,0.14,0.0,0.96,0.14,0.24,0.44,0.1,0.96,0.17,0.7,0.38,0.36,0.0,0.39
werx.csv,0.47,1.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.05
wishmaster.csv,0.16,0.19,0.0,0.31,0.0,0.0,0.06,0.19,0.94,0.0,0.17,0.52,0.24,0.11
xreal.csv,0.0,0.0,0.0,0.15,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.15,1.0,0.02
zealos.csv,0.37,0.42,0.92,0.61,0.97,0.56,0.25,0.63,0.6,0.62,0.58,0.38,0.66,0.34
