,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,0.59,0.7,0.72,0.75,0.67,0.67,0.82,0.57,0.5,0.48,0.62,0.66,0.88,0.96
baadengine.csv,0.44,0.36,0.42,0.5,0.55,0.41,0.42,0.4,0.43,0.37,0.29,0.35,0.39,0.45
bnetd.csv,0.52,0.38,0.5,0.41,0.74,0.47,0.5,0.42,0.4,0.44,0.48,0.52,0.47,0.58
impala.csv,0.73,0.91,0.67,0.78,0.95,0.75,0.72,0.94,0.72,0.95,0.52,0.96,0.68,0.93
jaxen.csv,0.74,0.89,0.86,0.92,0.5,0.83,0.88,0.72,0.83,0.65,0.9,0.5,0.91,0.5
jgameai.csv,0.83,0.88,0.96,0.85,0.55,0.93,0.0,0.94,0.89,0.92,0.86,0.94,0.92,0.89
jparsec.csv,0.45,0.57,0.44,0.56,0.56,0.42,0.48,0.45,0.36,0.4,0.32,0.36,0.38,0.6
motu.csv,0.98,0.94,0.86,0.86,0.67,0.83,0.0,0.63,0.67,0.77,0.57,0.9,0.91,0.8
vars-redux.csv,0.99,0.52,0.85,0.69,0.91,0.52,0.75,0.51,0.88,0.5,0.75,0.89,0.88,0.59
werx.csv,0.46,0.36,0.42,0.48,0.54,0.41,0.42,0.36,0.39,0.37,0.32,0.34,0.36,0.4
wishmaster.csv,0.99,0.97,0.94,0.95,0.0,0.0,0.5,0.95,0.92,0.5,0.89,0.98,0.97,0.95
xreal.csv,0.75,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.8,0.0
zealos.csv,0.55,0.51,0.67,0.69,0.63,0.68,0.92,0.45,0.59,0.62,0.48,0.53,0.52,0.62
