,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,0.15,0.75,0.38,0.43,0.13,0.18,0.09,0.46,0.46,0.54,0.03,0.36,0.13,0.26
baadengine.csv,0.02,1.0,0.65,0.41,0.99,0.98,0.71,0.76,0.54,0.61,1.0,0.91,0.74,0.67
bnetd.csv,0.56,1.0,0.47,0.43,0.38,0.84,0.03,0.45,0.56,0.35,0.4,0.52,0.51,0.39
impala.csv,0.35,0.0,0.5,0.46,0.24,0.05,0.49,0.42,0.48,0.39,0.6,0.01,0.44,0.12
jaxen.csv,0.13,0.0,0.06,0.13,0.01,0.01,0.03,0.16,0.1,0.28,0.07,0.01,0.06,0.0
jgameai.csv,0.0,0.0,0.28,0.02,0.97,0.17,0.0,0.19,0.1,0.28,0.1,0.09,0.07,0.07
jparsec.csv,0.55,0.5,0.53,0.6,0.96,0.59,0.77,0.57,0.77,0.7,0.87,0.64,0.89,0.01
motu.csv,0.03,0.0,0.07,0.08,0.01,0.06,0.0,0.13,0.05,0.0,0.2,0.04,0.06,0.06
vars-redux.csv,0.24,1.0,0.19,0.16,0.07,0.33,0.03,0.03,0.1,0.28,0.17,0.21,0.04,0.43
werx.csv,0.84,0.0,0.99,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.96,1.0,0.99
wishmaster.csv,0.06,0.0,0.18,0.19,0.0,0.01,0.0,0.16,0.0,0.04,0.2,0.17,0.16,0.25
xreal.csv,0.01,0.0,0.04,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0
zealos.csv,0.6,0.75,0.29,0.51,0.01,0.57,0.14,0.57,0.52,0.39,0.53,0.55,0.62,0.38
