,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,0.69,0.59,0.05,0.49,0.47,0.26,0.32,0.5,0.32,0.35,0.95,0.12,0.13,0.23
baadengine.csv,0.99,0.95,0.03,0.42,0.47,0.11,0.69,0.56,0.32,0.39,0.54,0.2,0.06,0.58
bnetd.csv,0.6,0.83,0.04,0.32,0.28,0.13,0.99,0.63,0.29,0.47,0.5,0.25,0.1,0.45
impala.csv,0.54,0.37,0.0,0.33,0.16,0.0,0.51,0.08,0.28,0.06,0.14,0.94,0.09,0.23
jaxen.csv,0.41,0.09,0.25,0.21,0.06,0.91,0.3,0.38,0.0,0.27,0.52,0.0,0.0,0.09
jgameai.csv,0.03,0.08,0.0,0.96,0.48,0.0,0.05,0.15,0.26,0.0,0.29,0.05,0.0,0.15
jparsec.csv,0.83,0.5,0.04,0.46,0.46,0.14,0.58,0.49,0.33,0.36,0.55,0.19,0.06,0.95
motu.csv,0.22,0.17,0.0,0.12,0.12,0.18,0.05,0.47,0.0,1.0,0.46,0.11,0.0,0.04
vars-redux.csv,0.21,0.56,0.1,0.15,0.29,0.12,0.14,0.96,0.18,0.51,0.42,0.22,0.0,0.35
werx.csv,0.84,1.0,0.02,0.45,0.47,0.11,0.69,0.58,0.31,0.36,0.56,0.22,0.05,0.57
wishmaster.csv,0.22,0.28,0.0,0.31,0.0,0.0,0.1,0.24,0.96,0.0,0.2,0.35,0.06,0.12
xreal.csv,0.01,0.0,0.0,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.19,1.0,0.04
zealos.csv,0.47,0.67,0.06,0.45,0.97,0.11,0.31,0.57,0.33,0.41,0.52,0.13,0.07,0.33
