,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,0.55,0.43,1.0,0.65,0.4,0.6,0.21,0.55,0.57,0.62,0.95,0.24,0.4,0.18
baadengine.csv,0.98,0.92,1.0,0.54,1.0,1.0,0.87,0.8,0.64,0.77,0.9,0.84,0.8,0.82
bnetd.csv,0.51,0.73,1.0,0.38,0.3,1.0,1.0,0.73,0.57,0.69,0.52,0.68,1.0,0.47
impala.csv,0.41,0.23,0.0,0.42,0.13,0.0,0.49,0.06,0.5,0.08,0.14,0.92,0.8,0.16
jaxen.csv,0.27,0.05,1.0,0.15,0.03,1.0,0.18,0.29,0.0,0.31,0.38,0.0,0.0,0.04
jgameai.csv,0.01,0.04,0.0,0.96,1.0,0.0,0.03,0.1,0.21,0.0,0.19,0.04,0.0,0.09
jparsec.csv,0.84,0.34,1.0,0.73,0.93,0.8,0.69,0.57,0.86,0.77,0.86,0.6,1.0,0.93
motu.csv,0.12,0.09,0.0,0.08,0.07,0.2,0.03,0.37,0.0,1.0,0.38,0.08,0.0,0.02
vars-redux.csv,0.12,0.4,1.0,0.12,0.2,0.4,0.08,0.96,0.14,0.69,0.33,0.32,0.0,0.36
werx.csv,0.93,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,0.95,1.0,1.0,1.0
wishmaster.csv,0.13,0.16,0.0,0.27,0.0,0.0,0.05,0.16,0.93,0.0,0.14,0.48,0.2,0.09
xreal.csv,0.0,0.0,0.0,0.12,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.12,1.0,0.02
zealos.csv,0.36,0.51,1.0,0.65,0.97,0.6,0.21,0.71,0.64,0.62,0.62,0.36,0.8,0.31
