,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.23,0.73,0.25,0.38,0.27,0.95,0.08,0.62,0.21,0.27,0.23,0.53,0.2
bdbbasic.csv,0.61,0.68,0.88,0.49,0.59,0.62,0.47,0.6,0.89,0.64,0.64,0.63,0.49
echongl.csv,0.84,0.23,0.69,0.74,0.77,0.62,0.33,0.22,0.95,0.99,0.26,0.63,0.62
etherboot.csv,0.42,0.14,0.25,0.36,0.95,0.14,0.57,0.4,0.68,0.27,0.53,0.58,0.24
freebios.csv,0.68,0.36,0.25,0.46,0.55,0.49,1.0,0.55,0.74,0.36,0.62,0.58,0.55
gebr.csv,0.77,0.86,0.31,0.54,0.77,0.97,0.49,0.94,0.79,0.88,0.87,0.68,0.67
gnukeda.csv,0.81,0.86,0.56,1.0,0.68,0.97,0.41,0.62,0.37,0.62,0.77,0.68,0.63
google-gears.csv,0.81,0.86,0.88,0.46,0.91,0.97,0.39,0.64,0.84,0.95,0.96,0.47,0.98
jnode.csv,0.1,0.23,0.81,0.13,0.09,0.0,0.51,0.19,0.16,0.05,0.06,0.21,0.09
openmeetings.csv,0.48,0.95,0.38,0.28,0.32,0.46,0.16,0.3,0.37,0.32,0.4,0.37,0.26
pgui.csv,0.32,0.68,0.25,0.23,0.14,0.19,0.14,0.17,0.21,0.36,0.94,0.26,0.32
tradelink.csv,0.45,0.36,0.06,0.28,0.36,0.78,0.33,0.42,0.32,0.49,0.53,0.95,0.41
wxcrp.csv,1.0,0.5,0.69,0.26,0.23,0.24,0.0,0.2,0.26,0.21,0.43,0.63,0.2
