,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.23,0.43,0.2,0.34,0.07,0.0,0.12,0.71,0.04,0.24,0.16,0.31,0.05
bdbbasic.csv,0.37,0.13,0.53,0.25,0.56,0.41,0.39,0.63,0.0,0.74,0.54,0.42,0.24
echongl.csv,0.69,0.25,0.48,0.62,0.84,0.88,0.51,0.21,0.78,0.03,0.35,0.22,0.65
etherboot.csv,0.19,0.16,0.23,0.0,0.0,0.11,0.67,0.63,0.14,0.05,0.27,0.25,0.24
freebios.csv,0.63,0.11,0.36,0.66,0.64,0.54,0.0,0.71,0.53,0.29,0.37,0.57,0.65
gebr.csv,0.84,0.89,0.72,0.38,0.64,0.78,0.67,0.11,0.69,0.92,0.67,0.75,0.65
gnukeda.csv,0.71,0.78,0.62,0.03,0.61,0.84,0.65,0.21,0.22,0.76,0.48,0.64,0.51
google-gears.csv,0.56,0.41,0.52,0.38,0.67,0.89,0.67,0.29,0.59,0.97,0.83,0.55,0.03
jnode.csv,0.15,0.72,0.0,0.25,0.13,0.0,0.24,0.26,0.22,0.11,0.34,0.03,0.19
openmeetings.csv,0.19,0.0,0.14,0.06,0.26,0.19,0.22,0.13,0.1,0.39,0.17,0.16,0.14
pgui.csv,0.23,0.46,0.15,0.19,0.28,0.22,0.12,0.0,0.08,0.53,0.0,0.27,0.14
tradelink.csv,0.31,0.11,0.07,0.25,0.23,0.7,0.22,0.47,0.27,0.53,0.46,0.0,0.32
wxcrp.csv,0.01,0.31,0.43,0.12,0.23,0.11,0.02,0.08,0.02,0.16,0.16,0.21,0.16
