,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.71,0.51,0.8,0.88,0.9,0.66,0.9,0.67,0.83,0.69,0.93,0.65,0.92
bdbbasic.csv,0.45,0.7,0.45,0.48,0.51,0.34,0.56,0.55,0.65,0.35,0.46,0.52,0.52
echongl.csv,0.47,0.74,0.57,0.47,0.49,0.59,0.81,0.83,0.45,0.36,0.76,0.72,0.59
etherboot.csv,0.67,0.96,0.84,0.79,0.86,0.93,0.56,0.94,0.7,0.86,0.79,0.77,0.97
freebios.csv,0.5,0.96,0.76,0.64,0.53,0.49,0.61,0.73,0.62,0.62,0.61,0.49,0.58
gebr.csv,0.44,0.36,0.44,0.55,0.46,0.45,0.47,0.46,0.43,0.32,0.46,0.38,0.51
gnukeda.csv,0.47,0.44,0.48,0.6,0.52,0.5,0.57,0.54,0.72,0.41,0.54,0.4,0.54
google-gears.csv,0.45,0.41,0.42,0.4,0.43,0.5,0.49,0.43,0.42,0.3,0.42,0.45,0.49
jnode.csv,0.93,0.56,0.92,0.92,0.9,0.0,0.76,0.97,0.93,0.89,0.93,0.83,0.94
openmeetings.csv,0.59,0.95,0.98,0.85,0.57,0.5,0.89,0.62,0.75,0.6,0.68,0.79,0.8
pgui.csv,0.78,0.56,0.98,0.87,0.8,0.56,0.92,0.88,0.88,0.54,0.75,0.69,0.76
tradelink.csv,0.65,0.96,0.96,0.84,0.91,0.54,0.96,0.71,0.84,0.51,0.57,0.94,0.77
wxcrp.csv,0.66,0.77,0.66,0.86,0.68,0.72,0.0,0.83,0.83,0.78,0.65,0.75,0.93
