,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,5.0,10.0,14.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0
bdbbasic.csv,3.0,6.0,8.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0
echongl.csv,0.0,20.0,0.0,1.0,0.0,4.0,1.0,1.0,7.0,0.0,6.0,1.0,0.0
etherboot.csv,2.0,9.0,2.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0
freebios.csv,0.0,8.0,125.0,2.0,0.0,28.0,0.0,0.0,15.0,0.0,3.0,0.0,0.0
gebr.csv,9.0,30.0,114.0,0.0,3.0,2.0,3.0,0.0,3.0,0.0,1.0,3.0,0.0
gnukeda.csv,4.0,37.0,10.0,0.0,5.0,3.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0
google-gears.csv,3.0,17.0,0.0,0.0,0.0,4.0,7.0,2.0,6.0,0.0,1.0,10.0,0.0
jnode.csv,8.0,40.0,0.0,1.0,0.0,116.0,0.0,2.0,11.0,0.0,2.0,0.0,0.0
openmeetings.csv,2.0,0.0,35.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
pgui.csv,6.0,21.0,10.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tradelink.csv,0.0,14.0,19.0,2.0,0.0,4.0,1.0,0.0,11.0,0.0,3.0,0.0,0.0
wxcrp.csv,0.0,20.0,1.0,1.0,3.0,1.0,99.0,0.0,0.0,0.0,0.0,2.0,0.0
