,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.29,0.22,0.05,0.58,0.6,1.0,0.4,0.69,0.67,0.75,0.37,0.29,0.92
bdbbasic.csv,0.4,0.45,0.06,0.7,0.28,0.41,0.53,0.71,1.0,0.69,0.31,0.27,0.86
echongl.csv,0.33,0.13,0.05,0.59,0.25,0.25,0.38,0.73,0.32,0.99,0.22,0.41,0.75
etherboot.csv,0.48,0.12,0.04,1.0,1.0,0.36,0.45,0.62,0.65,0.93,0.43,0.37,0.76
freebios.csv,0.31,0.35,0.03,0.46,0.24,0.3,1.0,0.67,0.35,0.77,0.39,0.2,0.73
gebr.csv,0.28,0.14,0.02,0.64,0.3,0.37,0.41,0.96,0.31,0.71,0.33,0.18,0.76
gnukeda.csv,0.32,0.15,0.04,0.98,0.29,0.35,0.38,0.88,0.39,0.68,0.38,0.21,0.8
google-gears.csv,0.37,0.26,0.06,0.6,0.33,0.34,0.36,0.85,0.36,0.72,0.31,0.18,0.99
jnode.csv,0.21,0.05,1.0,0.38,0.2,0.0,0.68,0.66,0.21,0.56,0.07,0.67,0.61
openmeetings.csv,0.52,1.0,0.1,0.85,0.3,0.53,0.42,0.85,0.58,0.68,0.48,0.37,0.86
pgui.csv,0.37,0.19,0.06,0.6,0.15,0.28,0.54,1.0,0.5,0.64,1.0,0.19,0.88
tradelink.csv,0.38,0.35,0.04,0.58,0.36,0.34,0.59,0.69,0.32,0.71,0.31,1.0,0.8
wxcrp.csv,0.97,0.21,0.06,0.71,0.26,0.5,0.0,0.87,0.83,0.78,0.5,0.43,0.79
