,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.81,0.51,0.78,0.7,0.73,0.05,0.93,0.8,0.79,0.76,0.78,0.57,0.81
bdbbasic.csv,0.54,0.35,0.55,0.57,0.69,0.56,0.66,0.75,0.11,0.82,0.65,0.56,0.57
echongl.csv,0.71,0.81,0.57,0.68,0.87,0.95,0.84,0.8,0.78,0.03,0.82,0.43,0.75
etherboot.csv,0.61,0.88,0.79,0.64,0.05,0.87,0.79,0.87,0.35,0.73,0.54,0.49,0.8
freebios.csv,0.7,0.65,0.83,0.85,0.78,0.74,0.0,0.84,0.59,0.7,0.53,0.71,0.79
gebr.csv,0.87,0.9,1.0,0.59,0.68,0.78,0.84,0.12,0.73,0.93,0.68,0.82,0.73
gnukeda.csv,0.73,0.8,0.76,0.03,0.68,0.84,0.88,0.43,0.67,0.85,0.53,0.71,0.63
google-gears.csv,0.59,0.43,0.54,0.66,0.68,0.89,0.91,0.46,0.61,0.97,0.83,0.76,0.03
jnode.csv,0.92,1.05,0.19,0.91,0.92,1.0,0.54,0.85,0.87,0.96,1.0,0.79,0.93
openmeetings.csv,0.55,0.05,0.64,0.72,0.73,0.57,0.86,0.72,0.64,0.78,0.62,0.65,0.76
pgui.csv,0.71,0.56,0.76,0.79,0.91,0.84,0.87,0.83,0.79,0.83,0.06,0.79,0.7
tradelink.csv,0.63,0.65,0.94,0.76,0.68,0.73,0.71,0.75,0.73,0.73,0.66,0.05,0.67
wxcrp.csv,0.01,0.59,0.54,0.75,0.81,0.77,1.0,0.8,0.74,0.8,0.6,0.42,0.82
