,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.7,0.72,0.68,0.41,0.62,0.65,0.71,0.48,0.56,0.48,0.57,0.63,0.65,0.59,0.9
aufs.csv,0.44,0.92,0.54,0.58,0.67,0.5,0.61,0.51,0.66,0.83,0.54,0.57,0.75,0.52,0.95
bulmages.csv,0.93,0.89,0.83,0.0,0.8,0.95,0.89,1.0,0.0,0.89,0.92,0.75,0.52,0.5,0.83
coot.csv,0.53,0.62,0.91,0.61,0.7,0.6,0.82,0.79,0.89,0.52,0.7,0.78,0.51,0.83,0.77
emono.csv,0.6,0.56,0.51,0.32,0.66,0.41,0.49,0.49,0.49,0.47,0.51,0.44,0.42,0.47,0.53
extprosys.csv,0.49,0.77,0.42,0.39,0.48,0.48,0.43,0.57,0.98,0.47,0.36,0.44,0.46,0.48,0.76
freelords.csv,0.58,0.59,0.42,0.46,0.6,0.52,0.44,0.59,0.0,0.49,0.44,0.6,0.48,0.55,0.49
jnode.csv,0.0,0.0,0.0,0.0,0.75,0.94,0.67,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0
jruby.csv,0.4,0.61,0.48,0.35,0.54,0.84,0.93,0.44,0.34,0.43,0.44,0.42,0.4,0.48,0.46
jsecurity.csv,0.76,0.71,0.9,0.86,0.79,0.91,0.9,0.99,0.93,0.67,0.97,0.92,0.49,0.71,0.6
matrex.csv,0.76,0.93,0.75,0.37,0.94,0.64,0.67,0.86,0.8,0.92,0.46,0.69,0.75,0.96,0.8
officefloor.csv,0.0,0.87,0.78,0.51,0.97,0.98,0.89,0.97,0.97,0.95,0.83,0.47,0.86,0.74,0.93
projectfactory.csv,0.48,0.66,0.54,0.86,0.97,0.74,0.95,0.71,0.68,0.71,0.94,0.63,0.89,0.72,0.74
taverna.csv,0.8,0.95,0.73,0.8,0.95,0.98,0.96,0.99,0.89,0.94,0.95,0.88,0.54,0.86,0.97
vxl.csv,0.88,0.88,0.93,0.94,0.96,0.98,0.93,0.99,0.95,0.9,0.95,0.78,0.59,0.94,0.91
