,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.57,0.45,0.48,1.0,0.44,0.06,0.41,0.61,0.89,0.76,0.49,0.54,0.52,0.64,0.42
aufs.csv,0.95,0.25,0.41,0.32,0.41,0.69,0.28,0.58,0.95,0.43,0.48,0.23,0.38,0.32,0.12
bulmages.csv,0.08,0.02,0.15,0.02,0.05,0.0,0.06,0.24,0.0,0.9,0.12,0.03,0.42,0.02,0.05
coot.csv,0.68,0.53,0.22,0.25,0.33,0.56,0.24,0.42,0.11,0.48,0.34,0.21,0.98,0.33,0.41
emono.csv,0.32,0.68,0.52,0.8,0.38,0.88,0.51,0.76,0.73,0.57,0.53,0.59,0.52,0.67,0.99
extprosys.csv,0.84,0.89,0.89,0.82,0.92,0.94,0.86,0.71,0.38,0.95,0.95,0.74,0.88,0.82,0.26
freelords.csv,0.35,0.7,0.89,0.39,0.49,0.19,0.99,0.58,0.0,0.52,0.62,0.41,0.9,0.66,0.76
jnode.csv,0.0,0.0,0.0,0.02,0.05,1.0,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0
jruby.csv,0.68,0.45,0.59,0.89,0.54,0.38,0.13,1.0,0.62,0.48,0.64,0.69,0.68,1.0,0.79
jsecurity.csv,0.38,0.23,0.04,0.11,0.95,0.5,0.24,0.29,0.19,0.62,0.16,0.13,0.65,0.15,0.41
matrex.csv,0.3,0.13,0.15,0.45,0.15,0.25,0.19,0.29,0.11,0.24,0.99,0.38,0.25,0.17,0.02
officefloor.csv,0.0,0.38,0.44,0.64,0.0,0.06,0.06,0.79,0.27,0.19,0.26,0.72,0.1,0.58,0.14
projectfactory.csv,0.65,0.4,0.52,0.14,0.44,0.38,0.18,0.45,0.3,0.29,0.15,0.9,0.12,0.28,0.42
taverna.csv,0.24,0.13,0.96,0.07,0.13,0.31,0.23,0.05,0.0,0.33,0.16,0.15,0.48,0.2,0.18
vxl.csv,0.92,0.04,0.15,0.27,0.18,0.12,0.13,0.16,0.16,0.19,0.12,0.21,0.4,0.13,0.1
