,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.67,0.81,0.69,0.0,0.66,1.06,0.68,0.66,0.83,0.86,0.8,0.69,0.7,0.73,0.68
aufs.csv,0.96,0.76,0.64,0.74,0.61,0.45,0.75,0.5,0.05,0.7,0.61,0.82,0.67,0.71,0.92
bulmages.csv,0.92,0.98,0.85,0.98,0.95,1.0,0.95,0.79,1.0,0.1,0.88,0.98,0.64,0.98,0.95
coot.csv,0.63,0.74,0.78,0.84,0.86,0.53,0.77,0.63,0.89,0.69,0.69,0.83,0.03,0.7,0.69
emono.csv,0.75,0.83,0.67,0.86,0.66,0.69,0.59,0.73,0.74,0.55,0.65,0.66,0.62,0.71,0.01
extprosys.csv,0.81,0.11,0.95,0.85,0.91,0.75,0.97,0.8,0.76,0.93,0.95,0.83,0.87,0.86,0.8
freelords.csv,0.79,0.86,0.78,0.79,0.81,1.0,0.01,0.65,1.0,0.64,0.76,0.81,0.84,0.67,0.75
jnode.csv,1.0,1.0,1.0,0.98,0.95,0.0,0.99,1.0,1.0,1.0,0.99,1.0,0.98,1.0,1.0
jruby.csv,0.65,0.66,0.67,0.9,0.59,0.66,0.89,0.94,0.58,0.72,0.64,0.81,0.63,0.05,0.91
jsecurity.csv,0.64,0.79,0.98,0.89,0.05,0.53,0.87,0.72,0.94,0.53,0.87,0.89,0.67,0.86,0.63
matrex.csv,0.74,0.87,0.88,0.78,0.85,0.8,0.84,0.73,0.89,0.77,0.01,0.67,0.75,0.84,0.98
officefloor.csv,1.0,0.75,0.73,0.62,1.02,0.94,0.95,0.21,0.8,0.84,0.91,0.88,0.9,0.72,0.87
projectfactory.csv,0.72,0.68,0.65,0.87,0.57,0.68,0.85,0.6,0.71,0.77,0.9,0.1,0.88,0.75,0.65
taverna.csv,0.8,0.87,0.04,0.94,0.88,0.7,0.8,0.95,1.01,0.68,0.85,0.85,0.58,0.83,0.92
vxl.csv,0.08,0.96,0.87,0.76,0.83,0.89,0.89,0.85,0.86,0.81,0.89,0.83,0.67,0.88,0.9
