,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,l2j.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.89,0.92,0.28,1.0,1.0,0.33,0.67,0.43,0.23,0.86,0.38,0.92,0.31,0.8,0.42,0.7
betoffice.csv,0.75,0.7,0.33,0.42,0.93,0.3,0.71,0.98,0.17,0.91,0.41,0.93,0.19,0.71,0.46,0.57
bionote.csv,0.78,0.0,0.43,0.0,0.8,0.67,1.0,0.0,0.88,1.0,1.0,1.0,1.0,0.64,0.4,1.0
bnetd.csv,0.9,0.8,0.22,0.45,1.0,0.32,0.45,0.5,0.38,0.94,1.0,0.89,0.24,0.76,0.37,0.75
elvishrayrenderer.csv,0.79,0.83,0.16,0.32,0.82,0.44,0.71,0.46,0.36,0.91,0.59,0.91,0.19,0.81,0.4,0.97
emisview.csv,0.83,0.0,0.0,0.42,1.0,1.0,0.6,0.4,0.36,0.8,0.0,0.81,0.27,0.91,0.33,1.0
hazelcast.csv,0.79,0.89,0.36,0.39,1.0,0.32,0.61,0.51,0.27,0.94,0.61,0.92,0.14,0.78,0.4,0.69
jitterbit.csv,0.69,1.0,0.17,0.45,0.84,0.29,0.75,0.5,0.99,0.88,0.68,1.0,0.25,0.63,0.34,0.69
jppf-project.csv,0.79,0.82,0.33,0.33,0.91,0.27,0.67,0.51,0.21,0.92,0.53,1.0,0.13,0.81,0.38,0.65
l2j.csv,0.79,0.88,0.4,0.31,0.98,0.32,0.57,0.6,0.23,0.94,0.62,0.94,0.13,0.99,0.33,0.68
megasquirtavr.csv,0.78,0.82,1.0,0.32,0.84,0.3,0.64,0.51,0.3,0.92,0.53,0.92,0.13,0.73,0.32,0.65
stajistics.csv,0.83,0.89,0.14,0.38,0.9,0.39,0.69,0.27,0.28,0.85,0.51,0.88,0.14,0.8,1.0,0.71
trackit.csv,0.76,0.79,0.38,0.26,0.93,0.18,1.0,0.5,0.24,0.94,0.46,0.93,0.07,0.69,0.21,0.58
wxlua.csv,0.74,0.82,0.2,0.33,0.83,0.25,0.67,0.47,0.28,0.99,0.49,0.94,0.12,0.72,0.29,0.65
x4x.csv,1.0,0.84,0.28,0.42,0.85,0.34,0.65,0.49,0.19,0.79,0.52,0.92,0.15,0.73,0.3,0.67
xharbour.csv,0.77,0.99,0.26,0.33,0.84,0.28,0.67,0.47,0.27,0.91,0.49,0.9,0.12,0.72,0.29,0.63
