,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,l2j.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.17,0.05,0.58,0.0,0.0,0.45,0.43,0.53,0.35,0.12,0.23,0.62,0.17,0.3,0.48,0.17
betoffice.csv,0.33,0.53,0.03,0.48,0.2,0.3,0.17,0.02,0.38,0.25,0.63,0.38,0.33,0.57,0.32,0.56
bionote.csv,0.17,0.0,0.05,0.04,0.1,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.07,0.04,0.0
bnetd.csv,0.25,0.95,0.42,0.48,0.0,0.51,0.26,0.58,0.4,0.25,0.0,1.0,0.42,0.67,0.42,0.5
elvishrayrenderer.csv,0.58,0.68,0.66,0.7,0.7,0.42,0.26,0.44,0.39,0.88,0.34,0.75,0.48,0.24,0.36,0.06
emisview.csv,0.08,0.0,0.0,0.3,0.0,0.0,0.09,0.13,0.08,0.12,0.0,0.62,0.15,0.01,0.09,0.0
hazelcast.csv,0.83,0.42,0.29,0.67,0.0,0.87,0.83,0.71,0.89,0.38,0.54,0.88,0.85,0.57,0.59,0.61
jitterbit.csv,0.67,0.0,0.75,0.13,0.4,0.28,0.04,0.24,0.0,0.12,0.23,0.0,0.12,0.29,0.42,0.28
jppf-project.csv,0.75,1.0,0.19,0.98,0.4,0.96,0.52,0.93,0.77,1.0,1.0,0.0,0.77,0.29,0.45,1.0
l2j.csv,0.58,0.37,0.04,0.63,0.1,0.81,0.52,0.47,0.58,0.5,0.37,0.62,0.65,0.01,0.54,0.67
megasquirtavr.csv,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.84,0.78,1.0,1.0,1.0,1.0,0.93,0.93,1.0
stajistics.csv,0.33,0.16,0.52,0.74,0.3,0.42,0.17,0.24,0.31,0.88,0.49,1.0,0.37,0.42,0.0,0.5
trackit.csv,0.83,0.95,0.29,0.8,0.2,0.43,0.0,0.73,0.71,0.38,0.94,0.5,0.52,0.71,0.71,0.78
wxlua.csv,0.92,0.95,0.82,0.83,1.0,0.23,0.78,0.6,0.52,0.12,0.91,0.38,0.85,0.84,0.8,0.67
x4x.csv,0.0,0.63,0.18,0.5,0.8,0.62,0.78,0.8,0.69,0.62,0.66,0.88,0.79,0.87,0.74,0.72
xharbour.csv,1.0,0.05,0.68,0.74,1.0,0.81,0.78,0.82,0.92,0.62,1.0,0.88,0.87,1.0,0.97,0.89
