,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,l2j.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.62,0.86,0.61,0.0,0.45,0.66,0.67,0.8,0.8,0.94,0.9,0.72,0.53,0.6,0.52,0.81
betoffice.csv,0.79,0.9,0.95,0.55,0.56,0.76,0.78,0.11,0.88,0.8,0.88,0.7,0.6,0.74,0.49,0.83
bionote.csv,0.85,1.0,0.85,1.0,0.93,0.91,0.95,1.0,0.75,0.99,0.97,0.97,0.12,0.96,0.93,0.94
bnetd.csv,0.44,0.96,0.69,0.51,0.49,0.67,0.92,0.72,0.53,0.72,0.03,1.03,0.44,0.7,0.6,0.54
elvishrayrenderer.csv,0.68,0.74,0.86,0.76,0.81,0.49,0.69,0.76,0.56,0.89,0.66,0.83,0.54,0.65,0.56,0.06
emisview.csv,0.88,1.0,1.0,0.62,0.75,0.0,0.93,0.92,0.89,0.96,1.0,0.98,0.64,0.95,0.9,0.91
hazelcast.csv,0.84,0.51,0.49,0.68,0.0,0.87,0.87,0.76,0.9,0.56,0.59,0.88,0.86,0.6,0.6,0.67
jitterbit.csv,0.88,0.46,0.88,0.78,0.74,0.79,0.93,0.79,0.04,0.93,0.61,0.9,0.76,0.86,0.65,0.73
jppf-project.csv,0.78,1.0,0.68,0.98,0.46,0.98,0.67,0.93,0.9,1.0,1.0,0.0,0.81,0.58,0.58,1.0
l2j.csv,0.7,0.55,0.9,0.75,0.22,0.82,0.8,0.56,0.79,0.61,0.59,0.64,0.75,0.02,0.67,0.71
megasquirtavr.csv,1.0,1.0,0.3,1.0,1.0,1.0,1.0,0.85,0.79,1.0,1.0,1.0,1.0,0.93,0.93,1.0
stajistics.csv,0.62,0.73,0.87,0.74,0.61,0.57,0.8,0.94,0.76,1.04,0.73,1.07,0.72,0.53,0.07,0.61
trackit.csv,0.87,0.97,0.45,0.9,0.56,0.89,0.0,0.78,0.82,0.56,0.98,0.63,0.91,0.81,0.91,0.89
wxlua.csv,0.95,0.95,0.86,0.84,1.01,0.86,0.79,0.76,0.7,0.13,0.94,0.62,0.88,0.86,0.83,0.75
x4x.csv,0.02,0.69,0.77,0.55,0.82,0.68,0.8,0.84,0.89,1.0,0.75,0.89,0.8,0.87,0.79,0.76
xharbour.csv,1.0,0.05,0.69,0.77,1.0,0.85,0.79,0.86,0.92,0.74,1.01,0.93,0.9,1.0,0.97,0.91
