,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.44,0.71,0.0,0.71,0.35,0.32,0.0,0.39,0.39,0.13,0.17,0.5,0.57,0.05
chrysalis.csv,0.58,0.29,0.31,0.46,0.42,0.6,0.61,0.4,0.58,0.0,0.61,0.64,0.0,0.8
etics.csv,0.78,0.29,0.41,0.36,0.06,0.47,0.69,0.15,0.64,0.14,0.69,0.38,0.47,0.23
flexpay.csv,0.27,0.56,0.4,0.42,0.45,0.32,0.0,0.54,0.54,0.13,0.37,0.71,0.17,0.56
ifmo-game-1.csv,0.36,0.33,0.0,0.55,0.0,0.84,0.38,0.06,0.38,0.5,0.13,0.38,0.52,0.09
jcl.csv,0.36,0.56,0.27,0.79,0.46,0.45,0.57,0.41,0.47,0.52,0.46,0.87,0.71,0.46
linuxsh.csv,0.1,0.37,0.79,0.35,0.0,0.34,0.7,0.2,0.52,0.0,0.4,0.84,0.46,0.05
mvdsv.csv,0.1,0.01,0.0,0.27,0.37,0.17,0.99,0.35,0.04,0.07,0.32,0.0,0.49,0.09
openmeetings.csv,0.58,0.47,0.31,0.89,0.12,0.47,0.0,0.41,0.59,0.55,0.38,0.43,0.43,0.3
plato.csv,0.27,0.44,0.0,0.24,0.52,0.05,0.0,0.78,0.35,0.0,0.33,0.0,0.26,0.43
projecteqemu.csv,0.69,0.54,0.41,0.76,0.17,0.47,0.75,0.23,0.56,0.14,0.71,0.4,0.67,0.3
scite-ru.csv,0.0,0.58,0.57,0.41,0.47,0.49,0.68,0.57,0.21,0.57,0.59,0.0,0.05,0.47
uclmda.csv,0.1,0.21,0.11,0.17,0.17,0.0,0.0,0.12,0.24,0.0,0.04,0.99,0.17,0.05
vrjuggler.csv,0.1,0.39,0.0,0.38,0.22,0.0,0.0,0.29,0.29,0.71,0.26,0.69,0.17,0.18
