,nullc.csv,superwaba.csv,sylpheed-claws.csv,flexpay.csv,bacnet.csv,pgui.csv,lufa-lib.csv,xqilla.csv,bibletime.csv
bacnet.csv,0.48,0.39,0.44,0.5,0.51,0.42,0.57,0.38,0.4
bibletime.csv,0.44,0.44,0.41,0.4,0.38,0.4,0.52,0.33,0.37
flexpay.csv,0.71,0.96,0.8,0.66,0.55,0.96,0.75,0.87,0.79
lufa-lib.csv,0.5,0.96,0.69,0.49,0.65,0.69,0.76,0.93,0.64
nullc.csv,0.5,0.46,0.43,0.41,0.67,0.46,0.62,0.39,0.43
pgui.csv,0.46,0.5,0.0,0.96,0.38,0.59,0.52,0.0,0.38
superwaba.csv,0.38,0.41,0.35,0.38,0.42,0.35,0.49,0.32,0.34
sylpheed-claws.csv,0.44,0.42,0.42,0.36,0.38,0.48,0.52,0.39,0.36
xqilla.csv,0.84,0.69,0.96,0.98,0.73,0.78,0.58,0.9,0.91
