,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.23,0.1,0.29,0.25,0.23,0.41,0.45,0.17,0.98,0.27,0.26,0.09,0.22
badtrinity-zero.csv,0.42,0.59,0.97,0.61,0.41,0.49,0.46,0.8,0.45,0.24,0.65,0.17,0.21
betoffice.csv,0.46,0.43,0.47,0.64,0.95,0.38,0.34,0.47,0.3,0.07,0.63,0.18,0.18
exordium.csv,0.21,0.0,0.13,0.22,0.26,0.6,0.91,0.49,0.3,0.24,0.32,0.11,0.29
fltk.csv,0.37,0.0,0.46,1.0,0.49,0.59,0.49,0.85,0.29,0.27,0.62,0.15,0.23
gabel.csv,0.0,0.0,0.02,0.01,0.17,0.08,0.0,0.0,0.0,1.0,0.0,0.0,0.33
genoviz.csv,0.0,0.0,0.05,0.03,0.0,0.08,0.19,0.0,0.0,0.0,0.02,0.06,1.0
irrlicht.csv,0.5,0.46,0.58,0.67,0.18,0.35,0.42,0.9,0.48,0.18,0.99,0.17,0.27
nug.csv,0.97,0.1,0.21,0.23,0.37,0.36,0.54,0.58,0.44,0.19,0.59,0.2,0.33
rezilla.csv,0.34,0.97,0.58,0.64,0.58,0.39,0.3,0.74,0.35,0.12,0.63,0.1,0.17
toped.csv,0.46,0.4,0.48,0.7,0.25,0.41,0.49,0.99,0.54,0.2,0.81,0.19,0.26
xmemcached.csv,0.19,0.07,0.32,0.53,0.42,0.98,0.42,0.7,0.31,0.19,0.37,0.22,0.33
zoolib.csv,0.19,0.1,0.17,0.41,0.0,0.31,0.36,0.54,0.12,0.32,0.5,0.93,0.31
