,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.21,0.06,0.24,0.19,0.19,0.51,0.42,0.12,0.97,0.73,0.19,0.16,0.6
badtrinity-zero.csv,0.53,0.68,0.96,0.57,0.41,0.52,0.65,0.7,0.54,0.72,0.55,0.53,0.64
betoffice.csv,0.55,0.09,0.43,0.58,0.94,0.55,0.52,0.31,0.41,0.34,0.51,0.58,0.56
exordium.csv,0.15,0.0,0.1,0.16,0.23,0.57,0.87,0.38,0.28,0.54,0.24,0.16,0.74
fltk.csv,0.44,0.0,0.43,0.99,0.49,0.71,0.72,0.69,0.35,0.8,0.52,0.27,0.68
gabel.csv,0.0,0.0,0.01,0.01,0.13,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.24
genoviz.csv,0.0,0.0,0.04,0.01,0.0,0.05,0.13,0.0,0.0,0.0,0.01,0.04,1.0
irrlicht.csv,0.44,0.6,0.51,0.55,0.13,0.43,0.59,0.0,0.57,0.65,0.99,0.51,0.73
nug.csv,0.95,0.06,0.18,0.17,0.31,0.52,0.61,0.42,0.54,0.67,0.48,0.64,0.77
rezilla.csv,0.36,0.96,0.59,0.57,0.48,0.48,0.44,0.61,0.47,0.48,0.52,0.37,0.39
toped.csv,0.0,0.41,0.45,0.51,0.19,0.6,0.72,0.98,0.65,0.69,0.24,0.64,0.75
xmemcached.csv,0.15,0.06,0.27,0.45,0.4,0.97,0.55,0.45,0.42,0.53,0.28,0.68,0.86
zoolib.csv,0.15,0.06,0.13,0.34,0.0,0.26,0.41,0.43,0.14,0.43,0.4,0.89,0.45
