,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,98.5,277.5,97.5,191.0,92.5,97.5,95.5,0.0,768.5,84.5,191.0,86.5,1062.5,98.5,95.5,86.5,69.5
bionote.csv,98.5,55.5,89.5,98.5,97.5,79.5,98.5,98.5,194.0,226.5,92.5,269.5,286.5,98.5,95.5,98.5,95.5
bullet.csv,98.5,390.5,194.5,98.5,97.5,295.5,96.5,98.5,194.0,99.0,673.5,176.0,380.0,98.5,291.5,98.5,295.0
dxengine.csv,58.5,194.0,190.5,98.5,94.5,99.0,98.5,98.5,12.5,99.0,675.5,157.0,92.5,76.5,186.0,91.5,196.0
emono.csv,98.5,196.5,196.5,98.5,99.0,99.0,197.5,98.5,376.0,99.0,675.5,509.5,962.0,98.5,291.5,98.5,295.0
findbugs.csv,98.5,194.0,97.5,98.5,97.5,99.0,96.5,98.5,194.0,99.0,573.0,366.0,380.0,98.5,291.5,91.5,293.0
hazelcast.csv,98.5,388.0,97.5,94.5,97.5,97.5,96.5,98.5,861.0,196.0,284.5,269.5,1259.5,98.5,291.5,98.5,295.0
jedit.csv,98.5,388.0,97.5,98.5,97.5,99.0,197.5,98.5,949.5,99.0,581.0,366.0,985.0,98.5,291.5,93.5,295.0
jmonkeyengine.csv,144.0,394.0,97.5,98.5,99.0,178.0,98.5,98.5,96.5,99.0,621.5,366.0,186.0,95.5,193.0,96.5,295.0
kolmafia.csv,98.5,194.0,97.5,98.5,99.0,97.5,197.5,98.5,194.0,99.0,675.5,368.0,380.0,98.5,291.5,93.5,295.0
lamp.csv,98.5,95.5,97.5,98.5,99.0,295.5,197.5,98.5,691.0,99.0,187.0,368.0,914.5,98.5,291.5,96.5,295.0
lcfizvtop.csv,98.5,487.0,97.5,94.5,99.0,97.5,96.5,98.5,780.5,191.0,283.5,180.0,1092.5,98.5,291.5,98.5,295.0
onotoa.csv,97.5,146.0,89.5,98.5,99.0,295.5,86.5,98.5,89.5,99.0,840.0,587.0,1080.5,93.5,290.5,91.5,95.5
openintents.csv,98.5,394.0,196.5,94.5,189.0,97.5,195.5,1293.0,194.0,196.0,283.5,197.0,380.0,98.5,291.5,98.5,196.0
qlc.csv,98.5,194.0,97.5,94.5,99.0,97.5,96.5,98.5,603.5,289.5,90.5,180.0,596.5,98.5,194.0,98.5,194.5
triplea.csv,98.5,389.5,97.5,98.5,97.5,99.0,98.5,98.5,194.0,99.0,479.5,366.0,1338.0,98.5,193.0,98.5,295.0
