,nutz.csv,jajuk.csv,ossim.csv,massiv.csv,v8.csv,ngl.csv,qmmp.csv,mesa3d.csv,rcp-company-uibindings.csv
jajuk.csv,0.28,0.8,0.07,0.01,0.95,0.68,0.69,0.24,0.96
massiv.csv,0.4,0.57,0.15,0.21,1.0,1.0,0.0,0.0,1.0
mesa3d.csv,0.33,0.27,0.08,0.01,0.93,0.62,0.52,0.32,0.97
ngl.csv,0.28,0.56,0.06,0.01,0.95,0.69,0.55,0.25,0.97
nutz.csv,0.57,0.46,0.06,0.01,0.92,0.54,0.48,0.19,0.95
ossim.csv,0.6,0.58,0.14,0.01,1.0,0.6,0.65,0.23,0.93
qmmp.csv,0.42,0.62,0.08,0.01,0.93,0.67,0.77,0.19,0.97
rcp-company-uibindings.csv,0.45,0.69,0.1,0.01,0.96,0.66,0.62,0.29,1.0
v8.csv,0.23,0.42,0.06,0.01,0.99,0.49,0.39,0.21,0.97
