,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv
cleartk.csv,0.72,0.49,0.61,0.84,0.45,0.63,0.59,0.34,0.53,0.57,0.66,0.46,0.53,0.49
encog-cs.csv,0.51,0.49,0.51,0.41,0.23,0.29,0.32,0.0,0.67,0.11,0.29,0.46,0.52,0.44
extprosys.csv,0.68,0.0,0.6,0.62,0.32,0.51,0.42,0.33,0.46,0.28,0.66,0.57,0.37,0.56
ibatisdb.csv,0.0,0.28,0.41,0.13,0.36,0.2,0.21,0.29,0.47,0.35,0.65,0.06,0.06,0.82
intact.csv,0.0,0.45,0.52,0.52,0.6,0.61,0.49,0.44,0.65,0.3,0.6,0.48,0.66,0.55
japano.csv,0.0,0.0,0.63,0.27,0.59,0.55,0.0,0.76,0.24,0.49,0.23,0.37,0.32,0.56
lockss.csv,0.93,0.38,0.25,0.13,0.33,0.04,0.36,0.43,0.2,0.68,0.64,0.23,0.37,0.4
ofbiz.csv,0.0,0.65,0.63,0.49,0.35,0.52,0.43,0.4,0.55,0.21,0.6,0.44,0.72,0.39
officefloor.csv,0.8,0.26,0.36,0.62,0.29,0.44,0.04,0.45,0.55,0.27,0.65,0.12,0.29,0.76
opennms.csv,0.9,0.32,0.11,0.11,0.63,0.12,0.52,0.02,0.27,0.4,0.13,0.29,0.44,0.04
rohxel.csv,0.85,0.0,0.09,0.48,0.39,0.47,0.64,0.55,0.65,0.77,0.74,0.48,0.39,0.7
roolo.csv,0.0,0.59,0.33,0.41,0.53,0.52,0.43,0.52,0.54,0.43,0.31,0.66,0.54,0.56
sevenupdate.csv,0.0,0.77,0.0,0.0,0.23,0.0,0.0,0.0,0.27,0.52,0.05,0.0,0.32,0.0
