,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv
cleartk.csv,0.66,0.8,0.64,0.26,0.78,0.58,0.65,0.94,0.79,0.78,0.5,0.85,0.74,0.81
encog-cs.csv,0.83,0.71,0.64,0.89,0.95,0.93,0.91,1.01,0.48,0.92,0.97,0.85,0.79,0.87
extprosys.csv,0.7,1.02,0.5,0.73,0.92,0.81,0.8,0.94,0.75,0.96,0.5,0.74,0.89,0.79
ibatisdb.csv,1.0,0.77,0.82,0.92,0.77,0.86,0.83,0.78,0.65,0.78,0.46,0.97,0.95,0.25
intact.csv,1.15,0.86,0.77,0.81,0.68,0.52,0.65,0.64,0.58,0.93,0.75,0.65,0.67,0.67
japano.csv,1.26,1.0,0.71,0.94,0.75,0.79,1.0,0.28,0.94,0.84,0.97,0.9,0.92,0.77
lockss.csv,0.26,0.67,0.8,0.89,0.73,0.97,0.69,0.74,0.84,0.44,0.46,0.84,0.71,0.68
ofbiz.csv,1.14,0.58,0.67,0.72,0.81,0.78,0.74,0.68,0.63,0.87,0.72,0.64,0.45,0.77
officefloor.csv,0.55,0.78,0.75,0.56,0.78,0.64,0.97,0.86,0.6,0.82,0.46,0.91,0.76,0.54
opennms.csv,0.35,1.02,0.91,0.92,0.47,0.9,0.8,0.98,0.8,0.7,0.9,0.81,0.71,0.97
rohxel.csv,0.46,1.03,0.98,0.58,0.74,0.6,0.51,0.7,0.58,0.43,0.52,0.64,0.74,0.56
roolo.csv,1.21,0.72,0.91,0.89,0.8,0.8,0.74,0.72,0.75,0.85,0.93,0.44,0.78,0.77
sevenupdate.csv,1.0,0.27,1.0,1.0,0.95,1.0,1.0,1.0,0.94,0.76,0.99,1.0,0.91,1.0
