,xbrlapi.csv,codeblocks.csv,fw4spl.csv,emulemorph.csv,ipfire-wall.csv,libmesh.csv,soar.csv,gnome-jabber.csv,ipfilter.csv,tencompetence.csv,fulguro.csv,rockbox.csv
codeblocks.csv,95.5,98.5,1770.5,2485.5,97.5,95.5,15.5,95.5,96.5,86.5,1628.5,96.5
emulemorph.csv,98.5,91.5,0.0,807.0,94.5,0.0,65.5,37.5,96.5,89.5,506.0,57.5
fulguro.csv,197.5,96.5,3988.0,0.0,97.5,95.5,97.5,291.5,96.5,99.0,502.0,96.5
fw4spl.csv,262.5,98.5,1143.5,845.0,89.5,173.0,97.5,73.5,92.5,87.5,334.0,93.5
gnome-jabber.csv,98.5,98.5,4303.5,2220.0,184.0,187.0,99.0,196.0,96.5,296.5,687.0,96.5
ipfilter.csv,197.5,98.5,3535.5,3075.0,97.5,193.0,97.5,294.5,197.5,99.0,1145.5,96.5
ipfire-wall.csv,197.5,98.5,545.0,1491.5,97.5,193.0,97.5,95.5,96.5,99.0,257.5,96.5
libmesh.csv,95.5,174.0,3182.5,901.5,401.5,95.5,282.5,0.0,114.0,293.5,1085.5,91.5
rockbox.csv,98.5,92.5,1174.0,762.0,184.0,95.5,97.5,95.5,88.5,93.5,881.0,96.5
soar.csv,197.5,98.5,4510.5,3252.5,97.5,193.0,99.0,294.5,197.5,99.0,1628.5,96.5
tencompetence.csv,197.5,96.5,1919.0,2149.0,97.5,95.5,97.5,290.5,92.5,99.0,429.5,246.5
xbrlapi.csv,98.5,98.5,1494.0,1765.0,97.5,95.5,97.5,0.0,96.5,99.0,514.0,96.5
