,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.42,0.0,0.47,0.77,0.13,0.0,0.56,0.13,0.44,0.44,0.05,0.48,0.61,0.0,0.67
aufs.csv,0.31,0.48,0.0,0.24,0.28,0.43,0.5,0.38,0.62,0.28,0.54,0.63,0.21,0.54,0.17
bulmages.csv,0.0,0.3,0.09,0.54,0.31,0.15,0.12,0.06,0.0,0.69,0.64,0.04,0.69,0.12,0.0
coot.csv,0.04,0.27,0.46,0.24,0.38,0.48,0.5,0.37,0.26,0.53,0.54,0.51,0.68,0.54,0.51
emono.csv,0.48,0.2,0.5,0.56,0.47,0.2,0.41,0.46,0.32,0.49,0.32,0.43,0.62,0.51,0.68
extprosys.csv,0.17,0.58,0.0,0.29,0.51,0.45,0.63,0.73,0.06,0.68,0.52,0.57,0.45,0.65,0.47
freelords.csv,0.58,0.38,0.33,0.42,0.59,0.59,0.66,0.4,0.63,0.61,0.76,0.51,0.66,0.48,0.48
jnode.csv,0.36,0.1,0.23,0.43,0.04,0.76,0.1,0.19,0.0,0.37,0.0,0.04,0.62,0.04,0.05
jruby.csv,0.52,0.07,0.48,0.0,0.39,0.37,0.38,0.58,0.0,0.35,0.71,0.38,0.06,0.63,0.11
jsecurity.csv,0.13,0.3,0.13,0.06,0.7,0.64,0.22,0.06,0.22,0.28,0.19,0.12,0.66,0.35,0.58
matrex.csv,0.44,0.07,0.13,0.55,0.06,0.35,0.05,0.5,0.19,0.0,0.83,0.25,0.06,0.16,0.17
officefloor.csv,0.56,0.34,0.25,0.09,0.22,0.58,0.11,0.69,0.54,0.22,0.49,0.41,0.36,0.39,0.47
projectfactory.csv,0.57,0.46,0.57,0.19,0.4,0.55,0.44,0.54,0.64,0.6,0.62,0.62,0.51,0.51,0.46
taverna.csv,0.34,0.11,0.66,0.13,0.16,0.0,0.05,0.04,0.04,0.28,0.05,0.53,0.54,0.02,0.25
vxl.csv,0.45,0.48,0.34,0.06,0.45,0.35,0.55,0.59,0.59,0.6,0.46,0.63,0.25,0.53,0.49
