,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.51,0.89,0.05,0.2,0.52,0.69,0.44,0.23,0.15,0.4,0.27
libtorrent.csv,0.85,0.48,0.13,0.4,0.84,0.81,0.69,0.22,0.39,0.9,0.57
mcmc-jags.csv,0.59,0.52,0.09,0.76,0.78,0.81,0.72,0.33,0.27,0.88,0.64
natpad.csv,0.46,0.48,0.12,0.43,0.74,0.59,0.6,0.34,0.24,0.29,0.65
nebuladevice.csv,0.58,0.13,0.0,0.26,0.02,0.51,0.32,0.0,0.5,0.41,0.0
olap-navigator.csv,0.89,0.43,0.19,0.53,0.72,0.59,0.61,0.33,0.33,0.9,0.5
pidgin.csv,0.7,0.47,0.12,0.12,0.79,0.58,0.62,0.32,0.3,0.76,0.6
salasaga.csv,0.67,0.53,0.09,0.4,0.64,0.59,0.65,0.41,0.38,0.91,0.63
sepgsql.csv,0.65,0.36,0.21,0.38,0.7,0.4,0.59,0.37,0.0,0.84,0.51
xstore.csv,0.63,0.32,0.09,0.57,0.8,0.5,0.72,0.37,0.18,0.9,0.61
xtreemfs.csv,0.79,0.51,0.09,0.43,0.84,0.72,0.7,0.23,0.13,0.92,0.59
