,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.46,0.88,0.45,0.83,0.42,0.47,0.66,0.5,0.4,0.46
gamestone.csv,0.46,0.88,0.56,0.75,0.63,0.62,0.88,0.69,0.76,0.86
gbif-providertoolkit.csv,0.91,0.5,0.92,0.83,0.92,0.9,0.9,0.93,0.8,0.83
heekscad.csv,0.43,0.52,0.37,0.32,0.39,0.41,0.51,0.56,0.33,0.39
igarden.csv,0.83,0.5,0.93,0.72,0.86,0.72,0.96,0.89,0.92,0.83
levent.csv,0.53,0.6,0.45,0.38,0.38,0.51,0.45,0.6,0.5,0.53
owlapi.csv,0.89,0.86,0.9,0.93,0.88,0.82,0.93,0.92,0.59,0.86
pnotepad.csv,0.45,0.5,0.36,0.32,0.37,0.43,0.35,0.49,0.34,0.4
quark.csv,0.47,0.83,0.5,0.92,0.9,0.0,0.0,0.89,0.92,0.91
xcsoar.csv,0.36,0.5,0.49,0.46,0.38,0.6,0.46,0.51,0.43,0.52
