,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.73,0.38,0.61,0.32,0.86,0.53,0.89,0.76,0.85,0.73
gamestone.csv,0.35,1.0,0.43,0.19,0.36,0.24,0.16,0.44,0.08,0.15
gbif-providertoolkit.csv,0.1,0.0,0.2,0.06,0.86,0.12,0.11,0.2,0.15,0.1
heekscad.csv,0.99,0.62,0.77,0.84,0.71,0.51,0.5,0.68,0.92,0.79
igarden.csv,0.29,0.12,0.2,0.94,0.14,0.27,0.24,0.04,0.38,0.12
levent.csv,0.64,0.5,0.79,0.74,0.79,1.0,0.74,0.6,0.38,0.58
owlapi.csv,0.26,0.25,0.25,0.16,0.07,0.2,0.18,0.96,0.31,0.12
pnotepad.csv,0.94,0.88,0.91,0.97,0.93,0.61,0.84,0.92,1.0,0.98
quark.csv,0.45,0.12,0.57,0.19,0.21,0.0,0.0,0.08,0.92,0.21
xcsoar.csv,0.68,0.38,0.93,0.55,0.64,0.37,0.55,0.52,0.69,0.48
