,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.6,0.67,0.65,0.7,0.79,0.77,0.11,0.46,0.77,0.66
gamestone.csv,0.67,0.0,0.59,0.83,0.68,0.76,0.85,0.59,0.97,0.85
gbif-providertoolkit.csv,0.9,1.0,0.8,0.94,0.14,0.89,0.9,0.8,0.85,0.9
heekscad.csv,0.02,0.62,0.51,0.65,0.65,0.63,0.64,0.55,0.77,0.64
igarden.csv,0.71,0.88,0.8,0.06,0.86,0.77,0.79,0.96,0.63,0.88
levent.csv,0.66,0.78,0.62,0.73,0.65,0.0,0.61,0.66,0.72,0.73
owlapi.csv,0.76,0.76,0.75,0.85,0.93,0.85,0.82,0.04,0.74,0.88
pnotepad.csv,0.77,0.61,0.77,0.93,0.82,0.65,0.72,0.88,1.0,0.02
quark.csv,0.56,0.88,0.51,0.81,0.79,1.0,1.0,0.92,0.08,0.8
xcsoar.csv,0.44,0.69,0.07,0.62,0.61,0.7,0.7,0.55,0.59,0.52
