,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,1.0,6.0,8.0,2.0,2.0,0.0,0.0,6.0,11.0,0.0
gamestone.csv,2.0,0.0,2.0,7.0,5.0,0.0,0.0,15.0,16.0,0.0
gbif-providertoolkit.csv,0.0,59.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0
heekscad.csv,0.0,17.0,0.0,1.0,0.0,2.0,0.0,11.0,6.0,0.0
igarden.csv,0.0,0.0,3.0,0.0,4.0,0.0,0.0,7.0,2.0,0.0
levent.csv,4.0,25.0,1.0,2.0,1.0,0.0,1.0,26.0,8.0,0.0
owlapi.csv,3.0,5.0,2.0,4.0,6.0,4.0,2.0,0.0,6.0,0.0
pnotepad.csv,4.0,17.0,0.0,3.0,2.0,0.0,1.0,36.0,17.0,0.0
quark.csv,0.0,3.0,1.0,4.0,4.0,71.0,111.0,0.0,0.0,0.0
xcsoar.csv,1.0,9.0,1.0,2.0,20.0,4.0,0.0,5.0,3.0,0.0
