,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.66,0.42,0.58,0.36,0.54,0.49,0.91,0.72,0.57,0.63
gamestone.csv,0.4,1.0,0.48,0.22,0.4,0.28,0.19,0.48,0.1,0.18
gbif-providertoolkit.csv,0.12,0.0,0.24,0.07,0.88,0.14,0.13,0.24,0.18,0.12
heekscad.csv,0.99,0.59,0.71,0.68,0.62,0.53,0.52,0.65,0.57,0.66
igarden.csv,0.34,0.15,0.24,0.95,0.17,0.31,0.28,0.05,0.43,0.15
levent.csv,0.59,0.48,0.67,0.59,0.66,1.0,0.66,0.57,0.41,0.53
owlapi.csv,0.3,0.29,0.29,0.19,0.09,0.23,0.21,0.97,0.35,0.15
pnotepad.csv,0.58,0.71,0.58,0.27,0.51,0.58,0.62,0.39,0.0,0.98
quark.csv,0.5,0.15,0.59,0.23,0.25,0.0,0.0,0.1,0.93,0.25
xcsoar.csv,0.68,0.42,0.94,0.55,0.61,0.41,0.53,0.55,0.64,0.54
