,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.53,0.25,0.52,0.19,0.78,0.61,0.01,0.39,0.75,0.6
gamestone.csv,0.17,0.0,0.14,0.19,0.21,0.04,0.14,0.19,0.31,0.0
gbif-providertoolkit.csv,0.06,0.04,0.03,0.06,0.01,0.17,0.08,0.07,0.06,0.1
heekscad.csv,0.02,0.5,0.45,0.62,0.58,0.39,0.41,0.44,0.77,0.6
igarden.csv,0.02,0.02,0.04,0.0,0.07,0.22,0.19,0.06,0.13,0.0
levent.csv,0.55,0.6,0.58,0.68,0.61,0.0,0.55,0.53,0.37,0.6
owlapi.csv,0.17,0.1,0.08,0.14,0.1,0.3,0.09,0.0,0.25,0.1
pnotepad.csv,0.77,0.6,0.76,0.93,0.82,0.52,0.7,0.88,1.0,0.0
quark.csv,0.11,0.1,0.28,0.1,0.1,0.0,0.01,0.05,0.0,0.1
xcsoar.csv,0.3,0.29,0.01,0.43,0.49,0.3,0.54,0.27,0.5,0.0
