,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.71,0.25,0.54,0.36,0.31,0.58,0.93,0.4,0.35,0.79
gamestone.csv,0.48,1.0,0.53,0.24,0.3,0.39,0.22,0.36,0.07,0.25
gbif-providertoolkit.csv,0.18,0.0,0.32,0.11,0.89,0.2,0.17,0.26,0.22,0.19
heekscad.csv,0.99,0.26,0.66,0.51,0.32,0.6,0.44,0.34,0.37,0.83
igarden.csv,0.44,0.2,0.31,0.97,0.19,0.39,0.3,0.06,0.4,0.22
levent.csv,0.64,0.19,0.62,0.45,0.33,1.0,0.52,0.28,0.27,0.68
owlapi.csv,0.38,0.27,0.37,0.22,0.09,0.3,0.27,0.98,0.27,0.22
pnotepad.csv,0.78,0.3,0.63,0.47,0.32,0.66,0.52,0.28,0.33,0.99
quark.csv,0.6,0.14,0.59,0.27,0.25,0.0,0.0,0.12,0.96,0.34
xcsoar.csv,0.73,0.23,0.95,0.43,0.32,0.49,0.42,0.35,0.37,0.65
