,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,1.0,0.69,0.28,0.45,0.14,0.1
aime.csv,0.08,0.24,0.69,0.79,1.0,0.33
badtrinitycore.csv,0.35,0.28,0.14,0.89,0.43,0.07
electric-core.csv,0.35,0.65,0.94,0.62,0.5,0.53
geochat.csv,0.62,0.49,0.55,0.51,0.5,0.93
olsrd.csv,1.0,0.97,0.8,0.81,0.79,0.57
