,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.0,0.25,0.06,0.21,0.07,0.11
aime.csv,0.21,0.3,0.46,0.33,0.0,0.44
badtrinitycore.csv,0.08,0.1,0.11,0.0,0.51,0.03
electric-core.csv,0.12,0.85,0.0,0.54,0.47,0.54
geochat.csv,0.46,0.15,0.54,0.45,0.49,0.0
olsrd.csv,0.79,0.0,0.77,0.65,0.62,0.46
