,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.0,0.0,4.0,21.0,1.0,6.0
aime.csv,3.0,2.0,6.0,8.0,0.0,23.0
badtrinitycore.csv,0.0,0.0,4.0,0.0,7.0,3.0
electric-core.csv,0.0,0.0,0.0,9.0,8.0,11.0
geochat.csv,1.0,1.0,40.0,46.0,2.0,0.0
olsrd.csv,5.0,0.0,7.0,47.0,5.0,5.0
