,recall,precision,pf,wins
apolloplayer.csv,0.47,0.42,0.28,16
dspace-gsoc.csv,0.47,0.39,0.39,10
grisbi.csv,0.89,0.38,0.83,5
maidsafe-dht.csv,0.64,0.43,0.4,17
mesa3d.csv,0.32,0.34,0.24,9
n2cms.csv,0.68,0.38,0.57,8
nassp.csv,0.23,0.58,0.16,18
ninject.csv,0.3,0.39,0.25,13
nug.csv,0.58,0.27,0.57,3
nuttx.csv,0.38,0.38,0.23,14
oorexx.csv,0.35,0.39,0.21,15
oppna-program-hsatools.csv,0.82,0.36,0.84,1
redshell.csv,0.45,0.38,0.57,4
super-tux.csv,0.67,0.42,0.69,6
tart.csv,0.44,0.34,0.31,11
tcvp.csv,0.01,0.06,0.02,0
vdsf.csv,0.86,0.39,0.89,2
web-cat.csv,0.83,0.4,0.75,7
zabbix.csv,0.54,0.44,0.47,12
