,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv
gwanted.csv,0.86,0.67,0.93,0.8,0.89,0.47,0.81,0.96,0.8,0.0,0.99
ivatamasks.csv,0.39,0.39,0.33,0.42,0.41,0.46,0.46,0.39,0.38,0.4,0.42
java-gnome.csv,0.44,0.42,0.45,0.52,0.45,0.53,0.69,0.53,0.43,0.57,0.68
orc.csv,0.81,0.0,0.93,0.5,0.67,0.51,0.99,0.95,0.86,0.0,0.9
plato.csv,0.5,0.46,0.38,0.56,0.61,0.45,0.47,0.59,0.64,0.55,0.43
rodin-b-sharp.csv,0.0,0.75,0.97,0.95,0.93,0.88,0.69,0.95,0.47,0.0,0.99
tycho.csv,0.65,0.83,0.46,0.71,0.63,0.8,0.7,0.76,0.67,0.54,0.69
umber.csv,0.61,0.81,0.94,0.62,0.92,0.87,0.83,0.78,0.43,0.83,0.99
unicase.csv,0.4,0.44,0.48,0.53,0.69,0.38,0.57,0.48,0.38,0.91,0.44
vienna-add-in.csv,0.47,0.37,0.29,0.42,0.53,0.34,0.38,0.42,0.38,0.39,0.45
wpdev.csv,0.34,0.39,0.29,0.43,0.4,0.4,0.38,0.4,0.38,0.4,0.39
