,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv
gwanted.csv,0.29,1.0,0.27,1.0,0.89,0.79,0.47,1.0,1.0,0.0,0.81
ivatamasks.csv,0.33,0.99,0.11,0.99,0.67,0.88,0.42,0.22,0.86,0.71,0.79
java-gnome.csv,0.53,1.0,0.15,0.76,0.67,0.89,0.44,0.23,1.0,0.64,0.78
orc.csv,0.08,0.0,1.0,1.0,0.6,0.82,0.25,0.15,0.29,0.0,0.71
plato.csv,0.14,0.98,0.09,0.64,0.62,1.0,0.4,0.25,0.64,0.5,0.73
rodin-b-sharp.csv,0.0,0.99,0.15,0.9,0.67,0.88,1.0,0.35,0.92,0.0,0.82
tycho.csv,0.26,1.0,0.12,0.76,0.72,0.8,0.34,0.17,1.0,1.0,0.78
umber.csv,1.0,1.0,0.12,0.79,0.85,0.87,0.53,0.31,0.93,1.0,0.8
unicase.csv,0.35,1.0,0.14,0.71,0.76,0.86,0.52,0.19,0.81,0.64,1.0
vienna-add-in.csv,0.5,0.98,0.1,0.67,0.98,0.83,0.38,0.22,0.78,0.53,0.76
wpdev.csv,0.26,1.0,0.1,0.68,0.67,0.83,0.36,0.18,0.78,0.56,0.73
