,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv
gwanted.csv,0.15,0.04,0.26,0.1,0.17,0.49,0.34,0.94,0.16,0.0,0.22
ivatamasks.csv,0.46,0.82,0.2,0.98,0.59,0.64,0.5,0.32,0.68,0.71,0.64
java-gnome.csv,0.67,0.83,0.26,0.74,0.64,0.56,0.4,0.33,0.99,0.37,0.38
orc.csv,0.09,0.0,0.97,0.04,0.46,0.79,0.2,0.12,0.06,0.0,0.35
plato.csv,0.2,0.87,0.16,0.67,0.5,1.0,0.55,0.38,0.47,0.55,0.8
rodin-b-sharp.csv,0.0,0.67,0.2,0.32,0.2,0.28,0.99,0.29,0.87,0.0,0.31
tycho.csv,0.29,0.47,0.2,0.43,0.49,0.17,0.31,0.2,0.1,1.0,0.46
umber.csv,0.97,0.47,0.12,0.59,0.23,0.46,0.5,0.39,0.92,0.29,0.24
unicase.csv,0.47,0.66,0.24,0.69,0.53,0.7,0.57,0.29,0.74,0.3,0.99
vienna-add-in.csv,0.65,0.89,0.18,0.79,0.99,0.68,0.53,0.35,0.86,0.66,0.75
wpdev.csv,0.41,1.0,0.19,0.81,0.8,0.88,0.53,0.3,0.88,0.71,0.84
