,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,18.0,1.0,0.0,11.0,1.0,1.0,0.0,4.0,46.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0
apertium.csv,11.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,24.0,0.0,1.0,1.0,2.0,0.0,4.0,74.0,0.0
beast-mcmc.csv,0.0,0.0,0.0,15.0,1.0,1.0,0.0,7.0,40.0,1.0,5.0,3.0,0.0,0.0,2.0,0.0,3.0
cuberok.csv,4.0,7.0,0.0,21.0,0.0,0.0,0.0,2.0,14.0,0.0,6.0,16.0,1.0,0.0,0.0,0.0,2.0
icescrum.csv,6.0,0.0,4.0,4.0,0.0,2.0,0.0,3.0,26.0,0.0,1.0,4.0,0.0,0.0,1.0,4.0,0.0
ingex.csv,10.0,1.0,0.0,11.0,1.0,3.0,0.0,10.0,54.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0
jbasic.csv,7.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,28.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0
jgnash.csv,0.0,2.0,2.0,2.0,2.0,3.0,0.0,4.0,3.0,4.0,0.0,5.0,3.0,0.0,8.0,3.0,1.0
jrefactory.csv,7.0,1.0,1.0,10.0,0.0,2.0,0.0,0.0,43.0,0.0,6.0,1.0,3.0,0.0,8.0,0.0,3.0
jsecurity.csv,3.0,2.0,2.0,1.0,1.0,1.0,0.0,6.0,36.0,1.0,0.0,5.0,6.0,0.0,4.0,2.0,2.0
libopenmetaverse.csv,12.0,1.0,0.0,11.0,1.0,0.0,0.0,6.0,68.0,0.0,5.0,3.0,3.0,0.0,2.0,3.0,3.0
mobicents.csv,17.0,1.0,5.0,2.0,0.0,1.0,0.0,3.0,9.0,0.0,0.0,17.0,1.0,0.0,1.0,0.0,4.0
opendvr.csv,8.0,0.0,4.0,3.0,4.0,1.0,1.0,2.0,22.0,0.0,1.0,6.0,2.0,0.0,8.0,0.0,3.0
openefm.csv,8.0,0.0,2.0,11.0,0.0,2.0,0.0,4.0,30.0,1.0,2.0,5.0,1.0,0.0,0.0,1.0,1.0
power-architect.csv,4.0,0.0,1.0,6.0,1.0,0.0,1.0,4.0,52.0,0.0,8.0,3.0,3.0,0.0,2.0,0.0,2.0
sidekar.csv,241.0,0.0,88.0,207.0,0.0,70.0,508.0,1.0,169.0,128.0,82.0,53.0,78.0,67.0,106.0,0.0,50.0
yarp0.csv,9.0,1.0,3.0,6.0,4.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0
