,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.33,0.43,0.7,0.27,0.59,0.53,0.55,0.57,0.23,0.57,0.07,0.4,0.53,0.47,0.71,0.49,0.25
apertium.csv,0.44,0.44,0.49,0.35,0.66,0.51,0.55,0.09,0.24,0.75,0.65,0.32,0.22,0.73,0.41,0.0,0.57
beast-mcmc.csv,0.65,0.51,0.6,0.4,0.66,0.59,0.62,0.48,0.29,0.65,0.42,0.4,0.56,0.84,0.54,0.42,0.58
cuberok.csv,0.31,0.46,0.2,0.26,0.33,0.44,0.36,0.65,0.34,0.3,0.2,0.26,0.27,0.49,0.45,0.46,0.15
icescrum.csv,0.57,0.48,0.43,0.3,0.58,0.44,0.55,0.5,0.28,0.6,0.48,0.18,0.56,0.59,0.46,0.21,0.74
ingex.csv,0.41,0.36,0.54,0.18,0.66,0.38,0.57,0.2,0.2,0.62,0.41,0.31,0.58,0.52,0.43,0.38,0.41
jbasic.csv,0.46,0.49,0.49,0.31,0.8,0.56,0.65,0.53,0.29,0.72,0.45,0.39,0.53,0.86,0.5,0.44,0.56
jgnash.csv,0.39,0.53,0.45,0.44,0.71,0.42,0.55,0.47,0.46,0.35,0.36,0.41,0.49,0.23,0.46,0.24,0.52
jrefactory.csv,0.23,0.35,0.71,0.25,0.43,0.24,0.42,0.46,0.21,0.38,0.33,0.49,0.47,0.33,0.45,0.37,0.46
jsecurity.csv,0.36,0.61,0.37,0.51,0.32,0.62,0.48,0.33,0.23,0.29,0.22,0.23,0.39,0.36,0.29,0.23,0.31
libopenmetaverse.csv,0.42,0.5,0.73,0.32,0.79,0.65,0.67,0.47,0.26,0.66,0.55,0.48,0.53,0.78,0.54,0.26,0.53
mobicents.csv,0.5,0.55,0.44,0.35,0.66,0.51,0.68,0.57,0.33,0.72,0.45,0.36,0.52,0.61,0.48,0.49,0.55
opendvr.csv,0.5,0.52,0.41,0.42,0.6,0.63,0.62,0.39,0.27,0.58,0.44,0.33,0.49,0.85,0.4,0.57,0.55
openefm.csv,0.42,0.61,0.36,0.34,0.24,0.34,0.63,0.42,0.26,0.14,0.53,0.25,0.39,0.29,0.47,0.33,0.61
power-architect.csv,0.39,0.51,0.61,0.4,0.64,0.65,0.6,0.56,0.23,0.31,0.39,0.43,0.37,0.86,0.5,0.46,0.52
sidekar.csv,0.0,0.43,0.0,0.0,0.77,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0
yarp0.csv,0.37,0.47,0.49,0.38,0.67,0.54,0.62,0.44,0.18,0.61,0.51,0.65,0.53,0.68,0.49,0.26,0.47
