,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.95,0.76,0.38,0.05,0.11,0.24,0.19,0.32,0.2,0.31,0.34,0.11,0.68,0.2,0.08,0.06,0.1,0.06,0.4
delphilhlplib.csv,0.95,0.64,0.81,0.41,0.95,0.55,0.28,0.53,0.45,0.64,0.31,0.53,0.81,0.42,0.5,0.33,0.99,0.16,0.8
exordium.csv,0.72,0.29,0.6,0.44,0.79,0.62,0.25,0.53,0.9,0.39,0.09,0.47,0.81,0.42,0.55,0.34,0.17,0.08,1.0
fltk.csv,0.87,0.22,0.42,0.71,0.68,0.66,0.67,0.53,0.61,0.54,0.89,0.37,0.19,0.52,0.57,0.56,0.99,0.26,1.0
genoviz.csv,0.28,0.05,0.58,0.1,0.21,0.38,0.07,0.11,0.16,0.13,0.11,0.11,0.0,0.14,0.22,0.13,0.24,0.18,1.0
gzigzag.csv,0.82,0.15,0.19,0.18,0.47,0.48,0.09,0.16,0.37,0.15,0.31,0.26,0.13,0.11,0.02,0.09,0.24,0.07,0.8
irrlicht.csv,1.0,0.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
kmess.csv,0.23,0.0,0.0,0.67,0.53,0.1,0.01,0.63,0.82,0.34,0.03,0.63,0.06,0.15,0.55,0.74,0.17,0.0,0.0
moast.csv,0.13,1.0,0.26,0.2,0.37,0.86,0.35,0.26,1.0,0.27,1.0,0.26,0.1,0.5,0.18,1.0,0.97,1.0,0.8
mptvseries.csv,0.72,0.64,0.0,0.44,0.42,0.31,0.03,0.79,0.51,0.25,0.63,0.32,0.19,0.21,0.42,0.37,0.0,0.18,0.8
nativeclient.csv,0.36,0.62,0.92,0.49,0.95,0.72,0.32,0.68,0.86,0.49,0.74,0.84,0.87,0.65,0.57,0.67,0.99,0.63,0.8
openfrag.csv,0.97,0.73,0.94,0.76,0.89,0.69,0.74,0.68,0.92,0.73,0.57,0.63,0.42,0.76,0.57,0.58,0.97,0.37,1.0
phet.csv,0.03,0.59,0.34,0.1,0.21,0.38,0.59,0.37,0.16,0.4,0.09,0.68,0.84,0.32,0.4,0.38,0.02,0.51,0.0
qdvdauthor.csv,0.36,0.56,0.6,0.83,0.58,0.48,0.75,0.84,0.51,0.66,1.0,0.42,0.32,0.76,0.8,0.76,0.9,0.89,0.2
qse.csv,0.74,0.14,0.55,0.79,0.74,0.83,0.64,0.63,0.92,0.61,0.74,0.55,0.68,0.39,0.42,0.48,1.0,0.14,0.8
sauerbraten.csv,0.77,0.99,0.62,0.97,1.0,0.9,0.84,1.0,0.96,0.94,1.0,1.0,0.87,0.98,1.0,0.97,0.98,1.0,0.2
toped.csv,0.97,0.53,0.57,0.97,0.89,0.86,0.77,0.84,0.78,0.72,1.0,0.29,0.35,0.65,0.75,0.78,0.97,0.83,1.0
truevision.csv,0.85,0.0,0.62,0.7,0.84,0.34,0.61,0.63,0.71,0.64,0.0,0.76,0.68,0.68,0.6,0.62,1.0,0.11,0.2
zoolib.csv,0.92,0.24,0.7,0.44,0.84,0.62,0.14,0.53,0.65,0.43,0.34,0.45,0.65,0.24,0.42,0.52,0.99,0.13,0.8
