,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,98.5,594.0,189.0,257.5,114.0,180.0,98.5,45.5,97.5,72.5,97.5,85.5,1955.5,152.0,97.5,83.5,82.5,99.0,95.5
delphilhlplib.csv,98.5,198.0,192.0,188.0,572.0,545.0,395.0,373.5,97.5,98.5,97.5,92.5,1642.5,77.5,97.5,99.0,294.0,99.0,95.5
exordium.csv,98.5,99.0,192.0,468.5,90.5,287.5,395.0,841.5,97.5,98.5,94.5,191.0,3496.5,341.0,97.5,99.0,390.5,90.5,194.0
fltk.csv,98.5,198.0,189.0,188.0,380.0,632.5,494.0,439.0,97.5,89.5,97.5,92.5,1133.5,77.5,97.5,99.0,489.0,198.0,95.5
genoviz.csv,93.5,91.5,193.0,79.5,56.5,261.5,296.0,205.5,97.5,89.5,97.5,51.5,150.0,42.5,89.5,92.5,96.5,89.5,95.5
gzigzag.csv,98.5,99.0,193.0,182.0,377.0,361.0,196.5,41.5,91.5,98.5,97.5,92.5,773.0,238.5,158.0,99.0,187.5,90.5,95.5
irrlicht.csv,98.5,0.0,193.0,1137.5,951.5,386.0,494.0,1757.0,97.5,99.0,97.5,1061.5,1169.5,1956.5,97.5,99.0,685.5,99.0,194.0
kmess.csv,89.5,365.5,0.0,765.5,573.5,303.0,270.0,705.0,97.5,99.0,94.5,284.5,2275.0,368.0,97.5,99.0,685.5,0.0,895.5
moast.csv,472.0,594.0,95.5,278.5,569.5,386.0,295.5,855.0,97.5,99.0,97.5,776.0,3521.5,238.5,96.5,99.0,191.5,99.0,95.5
mptvseries.csv,98.5,198.0,0.0,274.5,162.0,87.5,536.0,585.0,97.5,98.5,97.5,92.5,1036.5,77.5,97.5,93.5,50.5,92.5,95.5
nativeclient.csv,98.5,297.0,193.0,670.0,577.5,386.0,296.0,673.5,97.5,97.5,97.5,385.0,389.0,1361.0,97.5,99.0,588.0,99.0,95.5
openfrag.csv,98.5,198.0,193.0,760.5,566.0,539.0,494.0,537.5,97.5,98.5,97.5,92.5,3249.5,77.5,97.5,99.0,389.0,99.0,95.5
phet.csv,275.5,495.0,174.0,1115.5,1396.0,386.0,193.0,1185.5,96.5,99.0,168.0,1061.5,1169.5,1954.5,96.5,97.5,795.5,99.0,801.5
qdvdauthor.csv,98.5,594.0,95.5,755.0,566.0,546.0,394.0,828.5,97.5,99.0,97.5,92.5,387.0,1162.0,97.5,98.5,194.0,99.0,95.5
qse.csv,95.5,196.5,193.0,948.5,90.5,287.5,394.0,572.0,97.5,99.0,97.5,232.5,2165.5,784.5,97.5,99.0,489.5,92.5,372.0
sauerbraten.csv,98.5,594.0,94.5,1233.0,858.0,823.5,395.0,1757.0,97.5,99.0,97.5,963.0,974.0,1956.5,97.5,98.5,674.5,99.0,95.5
toped.csv,98.5,594.0,193.0,658.5,852.5,728.0,394.0,1173.5,97.5,93.5,97.5,670.5,4704.0,564.5,97.5,99.0,488.0,99.0,95.5
truevision.csv,98.5,74.5,192.0,474.5,477.0,192.0,395.0,1050.5,97.5,99.0,0.0,92.5,95.5,1212.0,97.5,98.5,588.0,92.5,797.5
zoolib.csv,98.5,198.0,192.0,187.0,480.0,635.5,395.0,133.0,97.5,96.5,97.5,92.5,1193.0,73.5,97.5,99.0,489.0,92.5,95.5
