,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.65,0.61,0.52,0.49,0.63,0.41,0.27,0.72,0.39,1.0,0.53,0.46,0.39,0.74,0.58
cornerstone.csv,0.52,0.61,0.61,0.47,0.67,0.98,0.6,0.72,0.53,0.4,0.54,0.26,0.72,0.71,0.58
esmf.csv,0.94,1.0,0.33,0.78,0.82,0.9,0.87,0.28,0.85,0.8,0.73,0.74,0.58,0.79,0.75
frogatto.csv,0.74,0.88,0.66,0.76,0.87,0.73,0.67,1.0,0.81,0.4,0.92,1.0,0.97,0.97,0.67
gretl.csv,0.97,1.0,0.92,0.97,0.91,0.98,1.0,0.72,1.0,0.85,0.82,0.88,0.92,0.88,0.92
kindb.csv,0.84,0.67,0.73,0.6,0.85,0.78,0.73,0.94,0.68,0.3,0.73,0.51,0.69,1.0,0.54
libtorrent.csv,1.0,1.0,0.94,0.85,0.92,0.94,0.8,0.94,0.89,1.0,1.0,0.93,0.83,0.88,0.88
mia.csv,0.39,0.39,0.33,0.29,0.9,0.39,0.33,1.0,0.94,1.0,0.31,0.51,0.25,1.0,0.04
open-beos.csv,0.65,0.45,0.73,1.0,0.53,0.71,0.8,0.67,0.86,0.7,0.53,0.42,0.58,0.68,0.33
pidgin.csv,0.84,0.91,0.62,0.72,0.99,0.61,0.73,0.78,0.62,0.45,0.66,0.59,0.78,0.82,0.96
quantlib.csv,0.42,0.33,0.38,0.18,0.28,0.27,0.73,0.56,0.24,0.05,0.36,0.74,0.42,0.41,1.0
riff-evolve.csv,0.71,0.55,0.7,0.67,0.8,0.59,0.8,0.67,0.7,0.5,0.59,0.98,0.61,0.76,0.33
tokratan.csv,0.52,0.39,0.05,0.49,0.75,0.35,0.93,0.67,0.77,0.8,0.61,0.21,0.14,0.71,0.25
upp-mirror.csv,0.65,0.52,1.0,0.51,0.62,0.35,0.53,0.61,0.7,0.2,0.53,0.49,0.64,0.94,0.33
wxcrp.csv,1.0,0.33,0.17,0.26,0.37,0.49,0.6,0.56,0.36,0.0,0.33,0.56,0.17,0.47,0.12
