,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.49,0.36,0.57,0.47,0.7,0.47,0.24,0.16,0.54,1.0,0.66,0.52,0.47,0.78,0.38
cornerstone.csv,0.43,0.38,0.63,0.54,0.74,0.99,0.34,0.2,0.68,0.38,0.68,0.34,0.68,0.73,0.48
esmf.csv,0.48,0.99,0.41,0.55,0.78,0.64,0.22,0.18,0.84,0.46,0.79,0.62,0.55,0.71,0.31
frogatto.csv,0.49,0.42,0.68,0.59,0.82,0.61,0.31,0.18,0.83,0.43,0.88,0.66,0.99,0.8,0.3
gretl.csv,0.45,0.41,0.74,0.58,0.82,0.68,0.2,0.17,1.0,0.52,0.85,0.65,0.71,0.79,0.35
kindb.csv,0.58,0.41,0.69,0.56,0.83,0.67,0.37,0.18,0.77,0.4,0.81,0.54,0.68,1.0,0.32
libtorrent.csv,0.48,0.4,0.75,0.58,0.83,0.67,0.17,0.17,0.87,0.62,1.0,0.69,0.67,0.82,0.34
mia.csv,0.44,0.3,0.43,0.35,0.79,0.47,0.14,1.0,0.88,0.53,0.45,0.48,0.35,0.81,0.05
open-beos.csv,0.49,0.29,0.72,1.0,0.64,0.58,0.19,0.27,0.85,0.57,0.66,0.5,0.61,0.72,0.24
pidgin.csv,0.5,0.45,0.65,0.58,1.0,0.59,0.24,0.18,0.73,0.43,0.76,0.57,0.79,0.8,0.41
quantlib.csv,0.51,0.29,0.51,0.28,0.43,0.33,0.16,0.43,0.39,0.1,0.53,0.58,0.59,0.58,1.0
riff-evolve.csv,0.49,0.37,0.7,0.59,0.82,0.55,0.32,0.18,0.79,0.45,0.7,0.98,0.64,0.8,0.21
tokratan.csv,0.48,0.41,0.08,0.49,0.76,0.45,0.97,0.23,0.8,0.49,0.74,0.31,0.24,0.74,0.27
upp-mirror.csv,0.47,0.31,1.0,0.54,0.67,0.44,0.3,0.27,0.76,0.24,0.66,0.52,0.66,0.81,0.24
wxcrp.csv,1.0,0.34,0.28,0.39,0.53,0.51,0.2,0.37,0.52,0.0,0.49,0.52,0.28,0.63,0.17
