,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,2.0,2.0,0.0,6.0,0.0,5.0,10.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0
cornerstone.csv,4.0,2.0,2.0,0.0,2.0,0.0,10.0,7.0,1.0,4.0,0.0,0.0,4.0,2.0,1.0
esmf.csv,0.0,0.0,1.0,5.0,0.0,0.0,22.0,7.0,2.0,13.0,0.0,0.0,2.0,2.0,5.0
frogatto.csv,8.0,6.0,1.0,3.0,0.0,1.0,7.0,6.0,2.0,6.0,1.0,0.0,0.0,7.0,14.0
gretl.csv,0.0,9.0,1.0,5.0,0.0,4.0,21.0,19.0,0.0,9.0,1.0,0.0,1.0,5.0,10.0
kindb.csv,2.0,0.0,3.0,7.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
libtorrent.csv,0.0,10.0,1.0,4.0,0.0,4.0,53.0,7.0,0.0,5.0,0.0,0.0,8.0,4.0,8.0
mia.csv,4.0,17.0,1.0,7.0,1.0,0.0,47.0,0.0,2.0,13.0,1.0,0.0,2.0,2.0,18.0
open-beos.csv,2.0,17.0,1.0,0.0,7.0,0.0,54.0,15.0,2.0,5.0,1.0,1.0,2.0,0.0,22.0
pidgin.csv,17.0,2.0,3.0,1.0,0.0,2.0,22.0,22.0,0.0,3.0,1.0,3.0,0.0,5.0,0.0
quantlib.csv,0.0,8.0,0.0,1.0,1.0,4.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
riff-evolve.csv,8.0,1.0,0.0,3.0,0.0,1.0,17.0,13.0,0.0,2.0,1.0,0.0,1.0,2.0,15.0
tokratan.csv,5.0,0.0,2.0,0.0,0.0,0.0,0.0,35.0,1.0,11.0,0.0,1.0,0.0,3.0,1.0
upp-mirror.csv,0.0,15.0,0.0,7.0,0.0,0.0,5.0,13.0,2.0,6.0,1.0,0.0,2.0,2.0,16.0
wxcrp.csv,0.0,2.0,0.0,0.0,0.0,0.0,22.0,3.0,0.0,55.0,0.0,0.0,1.0,0.0,3.0
