,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.54,0.6,0.67,0.65,0.58,0.68,0.74,0.78,0.68,0.0,0.58,0.62,0.67,0.41,0.56
cornerstone.csv,0.6,0.56,0.64,0.56,0.48,0.02,0.46,0.61,0.52,0.72,0.51,0.79,0.53,0.58,0.47
esmf.csv,0.82,0.01,0.8,0.74,0.76,0.94,0.75,0.75,0.91,0.94,0.67,0.69,0.74,0.96,0.83
frogatto.csv,0.59,0.62,0.54,0.61,0.67,0.75,0.46,0.95,0.66,0.65,0.89,1.0,0.03,0.94,0.77
gretl.csv,0.95,0.75,0.91,0.94,0.79,0.94,0.99,0.74,0.03,0.82,0.64,0.82,0.73,0.76,0.85
kindb.csv,0.47,0.53,0.67,0.53,0.51,0.6,0.38,0.84,0.49,0.71,0.47,0.61,0.47,0.0,0.66
libtorrent.csv,0.89,0.79,0.88,0.72,0.74,0.92,0.93,0.95,0.74,0.69,0.0,0.77,0.75,0.57,0.84
mia.csv,0.63,0.69,0.73,0.75,0.97,0.66,0.8,0.0,1.0,1.0,0.77,0.77,0.77,1.0,0.98
open-beos.csv,0.53,0.69,0.56,0.0,0.55,0.84,0.82,0.47,0.81,0.51,0.58,0.63,0.55,0.54,0.77
pidgin.csv,0.66,0.55,0.62,0.58,0.01,0.61,0.59,0.74,0.52,0.66,0.52,0.62,0.31,0.53,0.67
quantlib.csv,0.59,0.71,0.64,0.82,0.72,0.81,0.94,0.46,0.76,0.95,0.64,0.85,0.58,0.59,0.0
riff-evolve.csv,0.56,0.59,0.55,0.51,0.47,0.72,0.43,0.67,0.47,0.63,0.65,0.02,0.51,0.39,0.82
tokratan.csv,0.55,0.62,0.96,0.62,0.59,0.69,0.07,0.53,0.8,0.83,0.45,0.8,0.86,0.53,0.77
upp-mirror.csv,0.58,0.67,0.0,0.55,0.69,0.69,0.53,0.49,0.73,0.85,0.61,0.64,0.49,0.81,0.76
wxcrp.csv,0.0,0.69,0.83,0.74,0.63,0.69,0.66,0.47,0.65,1.0,0.67,0.75,0.83,0.53,0.88
