,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,keyczar.csv
agilitybook.csv,0.22,0.11,0.0,0.37,0.96,0.1,0.11,0.9
apolloplayer.csv,0.11,0.47,0.0,0.27,0.95,0.16,0.13,0.72
k3d.csv,0.14,0.33,0.0,0.15,1.0,0.45,0.0,0.86
keyczar.csv,0.06,0.0,0.0,0.37,0.89,0.0,0.0,0.85
kowari.csv,0.14,0.3,0.0,0.26,0.95,0.14,0.21,0.76
redshell.csv,0.1,0.23,0.0,0.07,0.98,0.15,0.08,0.63
rtb-team.csv,0.5,0.33,0.0,0.71,1.0,0.33,0.05,0.67
