,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,jmonkeyengine.csv,mediate.csv,e-bio-flow.csv,tmva.csv,matrex.csv,freedom-erp.csv,jchassis.csv,emono.csv,thedata.csv
array4j.csv,0.41,0.0,0.14,0.2,0.35,0.16,0.14,0.24,0.11,0.24,0.18,0.17,0.21,0.13,0.41,0.33,0.06,0.17,0.44
dxengine.csv,0.15,0.1,0.02,0.2,0.15,0.13,0.06,0.14,0.1,0.37,0.02,0.47,0.08,0.32,0.04,0.01,0.05,0.07,0.21
e-bio-flow.csv,0.22,0.24,0.16,0.25,0.29,0.23,0.3,0.4,0.08,0.2,0.18,0.17,0.0,0.18,0.21,0.51,0.27,0.4,0.45
emono.csv,0.15,0.25,0.43,0.05,0.21,0.48,0.36,0.21,0.35,0.59,0.38,0.33,0.27,0.33,0.29,0.59,0.23,0.0,0.58
freedom-erp.csv,0.1,0.03,0.08,0.1,0.01,0.13,0.08,0.08,0.02,0.05,0.1,0.1,0.06,0.0,0.0,0.0,0.14,0.17,0.52
haggle.csv,0.17,0.24,0.47,0.3,0.33,0.38,0.16,0.23,0.34,0.02,0.24,0.0,0.12,0.57,0.67,0.01,0.18,0.19,0.32
jbpm.csv,0.1,0.05,0.08,0.0,0.13,0.02,0.0,0.05,0.11,0.17,0.1,0.07,0.08,0.1,0.01,0.04,0.05,0.05,0.1
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jmoney.csv,0.02,0.08,0.12,0.1,0.15,0.27,0.18,0.17,0.15,0.07,0.16,0.3,0.23,0.0,0.11,0.24,0.15,0.02,0.18
jmonkeyengine.csv,0.05,0.11,0.12,0.0,0.23,0.13,0.09,0.15,0.06,0.15,0.0,0.4,0.06,0.1,0.08,0.16,0.23,0.02,0.15
jsidplay2.csv,0.56,0.22,0.41,0.0,0.56,0.82,0.59,0.47,0.29,0.24,0.8,0.5,0.44,0.23,0.21,0.71,0.45,0.67,0.73
log4net.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
matrex.csv,0.22,0.21,0.08,0.2,0.24,0.16,0.15,0.18,0.06,0.07,0.16,0.1,0.21,0.05,0.0,0.21,0.02,0.0,0.24
mediate.csv,0.24,0.37,0.45,0.25,0.27,0.57,0.36,0.3,0.15,0.34,0.44,0.0,0.44,0.52,0.51,0.53,0.11,0.55,0.58
piccolo2d.csv,0.02,0.03,0.0,0.0,0.13,0.0,0.03,0.04,0.02,0.02,0.04,0.0,0.12,0.0,0.0,0.09,0.03,0.0,0.06
pustefix.csv,0.34,0.51,0.2,0.4,0.69,0.65,0.55,0.78,0.0,0.07,0.58,0.2,0.44,0.12,0.53,0.6,0.33,0.21,0.53
sblim.csv,0.05,0.14,0.06,0.0,0.0,0.05,0.06,0.19,0.03,0.0,0.04,0.17,0.15,0.02,0.03,0.27,0.03,0.02,0.18
thedata.csv,0.05,0.1,0.04,0.1,0.02,0.26,0.18,0.17,0.34,0.0,0.06,0.23,0.15,0.02,0.01,0.47,0.06,0.02,0.0
tmva.csv,0.49,0.57,0.75,0.3,0.65,0.7,0.73,0.57,0.65,0.51,0.68,0.33,0.77,0.02,0.53,0.73,0.52,0.6,0.9
