,recall,precision,pf,wins
auber.csv,0.61,0.68,0.32,13
delphilhlplib.csv,0.83,0.57,0.65,4
exordium.csv,0.37,0.65,0.22,9
fltk.csv,0.47,0.74,0.22,16
genoviz.csv,0.0,0.0,0.0,0
gzigzag.csv,0.25,0.62,0.15,8
irrlicht.csv,0.65,0.54,0.59,2
moast.csv,1.0,0.55,1.0,1
mptvseries.csv,0.27,0.76,0.11,15
openfrag.csv,0.76,0.63,0.55,6
qse.csv,0.53,0.64,0.26,11
sauerbraten.csv,0.32,0.67,0.18,10
toped.csv,0.52,0.58,0.49,3
truevision.csv,0.65,0.7,0.37,12
uwom.csv,0.46,0.65,0.32,7
zoolib.csv,0.04,0.8,0.02,14
zxing.csv,0.58,0.62,0.45,5
