,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,fmri-dmt.csv,bibletime.csv,elateportal.csv,sandiaportals.csv,ftm.csv
alpine.csv,0.42,0.45,0.55,0.32,0.5,0.23,0.05,0.7,0.09,0.85,1.0,0.0,0.46
badtrinity-zero.csv,0.59,0.0,0.64,0.0,0.37,0.08,0.04,0.0,0.14,0.88,0.93,0.75,0.52
bibletime.csv,0.45,0.5,0.6,0.49,0.39,0.12,0.09,0.78,0.1,0.93,0.92,0.87,0.59
critterding.csv,0.46,0.61,0.49,0.33,0.32,0.07,0.07,0.71,0.09,0.82,0.88,0.8,0.49
elateportal.csv,0.41,0.48,0.61,0.36,0.45,0.12,0.05,0.74,0.12,0.88,1.0,0.76,0.49
fmri-dmt.csv,0.4,0.41,0.45,0.31,0.21,0.05,0.08,0.62,0.28,0.81,0.86,0.76,0.33
ftm.csv,0.54,1.0,0.74,0.54,0.57,0.14,0.05,1.0,0.0,1.0,0.0,0.86,0.61
gusanos.csv,0.49,0.46,0.59,0.43,0.36,0.17,0.07,0.87,0.11,0.89,0.84,0.0,0.41
monetdb.csv,0.42,0.64,0.62,0.69,0.56,0.17,0.08,0.86,0.0,0.75,1.0,0.93,0.48
quarkplayer.csv,0.46,0.67,0.51,0.41,0.17,0.11,0.14,0.4,0.12,0.88,0.0,0.71,0.46
reactos-mirror.csv,0.61,0.57,0.57,0.45,0.45,0.11,0.09,0.71,0.09,0.9,0.94,0.75,0.36
sandiaportals.csv,0.47,0.5,0.61,0.41,0.42,0.12,0.08,0.71,0.11,0.91,0.0,0.95,0.55
xbplayer.csv,0.48,0.52,0.6,0.49,0.55,0.14,0.05,0.88,0.09,0.88,0.95,0.82,0.6
