,recall,precision,pf,pci_20,ifa,wins
alpine.csv,0.83,0.45,0.79,0.42,3.0,1
badtrinity-zero.csv,0.64,0.37,0.33,0.4,4.0,0
bibletime.csv,0.7,0.5,0.46,0.37,1.0,7
critterding.csv,0.83,0.49,0.83,0.45,3.0,3
elateportal.csv,0.88,0.48,0.72,0.4,2.0,4
fmri-dmt.csv,0.63,0.4,0.7,0.68,3.0,2
ftm.csv,0.27,0.57,0.14,0.61,2.0,10
gusanos.csv,0.65,0.43,0.34,0.46,1.0,6
monetdb.csv,0.36,0.62,0.18,0.65,1.0,12
quarkplayer.csv,0.19,0.41,0.22,0.89,3.0,5
reactos-mirror.csv,0.75,0.57,0.46,0.49,3.0,9
sandiaportals.csv,0.73,0.47,0.42,0.51,2.0,8
xbplayer.csv,0.53,0.55,0.33,0.45,0.0,11
