,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,fmri-dmt.csv,bibletime.csv,elateportal.csv,sandiaportals.csv,ftm.csv
alpine.csv,0.39,0.44,0.56,0.41,0.5,0.83,0.83,0.42,0.35,0.38,0.5,0.0,0.42
badtrinity-zero.csv,0.77,0.0,0.42,0.0,0.35,0.43,0.87,0.0,0.57,0.37,0.4,0.39,0.44
bibletime.csv,0.37,0.42,0.39,0.42,0.35,0.39,0.41,0.38,0.31,0.35,0.29,0.36,0.37
critterding.csv,0.52,0.64,0.48,0.49,0.41,0.44,0.42,0.45,0.3,0.36,0.37,0.46,0.46
elateportal.csv,0.4,0.49,0.46,0.44,0.38,0.43,0.39,0.46,0.58,0.39,0.31,0.39,0.39
fmri-dmt.csv,0.68,0.72,0.63,0.45,0.98,0.81,0.57,0.69,0.83,0.51,0.42,0.48,0.88
ftm.csv,0.64,0.83,0.74,0.68,0.52,0.86,0.59,0.75,0.0,0.61,0.0,0.46,0.46
gusanos.csv,0.95,0.46,0.46,0.43,0.36,0.57,0.52,0.4,0.41,0.35,0.53,0.0,0.94
monetdb.csv,0.47,0.68,0.57,0.94,0.46,0.65,0.61,0.58,0.88,0.75,0.75,0.86,0.44
quarkplayer.csv,0.89,0.83,0.87,0.68,0.92,0.89,0.98,0.9,0.65,0.83,0.75,0.93,0.92
reactos-mirror.csv,0.56,0.5,0.51,0.49,0.37,0.54,0.49,0.45,0.33,0.42,0.3,0.39,0.95
sandiaportals.csv,0.66,0.58,0.61,0.51,0.45,0.75,0.51,0.45,0.78,0.37,0.0,0.44,0.45
xbplayer.csv,0.57,0.55,0.45,0.51,0.49,0.42,0.49,0.44,0.52,0.4,0.3,0.39,0.44
