,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,0.28,0.23,0.32,0.38,1.0,0.18,0.38,0.11,0.25,0.19,0.31,0.33,0.35,0.12,0.2
arianne.csv,0.97,0.28,0.45,0.37,0.54,0.18,0.53,0.32,0.25,0.32,0.17,0.52,0.54,0.38,0.2
auber.csv,0.29,0.68,0.65,0.56,0.63,0.56,0.54,0.4,0.71,1.0,0.59,0.4,0.53,0.49,0.38
bl-toolkit.csv,0.52,0.73,1.0,0.13,0.78,0.81,0.52,0.38,0.75,0.67,0.58,0.65,0.65,0.2,0.29
growl-for-windows.csv,0.38,0.51,0.33,0.26,0.71,0.56,0.13,0.3,0.51,0.31,0.12,0.59,0.57,0.29,1.0
keyczar.csv,0.25,0.58,0.44,0.48,0.72,0.18,0.26,0.46,0.71,0.45,0.5,0.09,0.06,0.99,0.34
kml.csv,0.41,0.61,0.4,0.37,0.48,0.27,1.0,0.34,0.54,0.47,0.58,0.74,0.61,0.44,0.35
knowledge.csv,0.63,1.0,0.45,0.32,0.57,0.0,0.5,0.38,0.13,0.2,0.09,0.65,0.13,0.0,0.47
les-indemodables.csv,0.34,0.56,0.39,0.37,0.76,0.49,0.56,0.47,0.67,0.49,0.42,0.71,0.98,0.51,0.65
lportal.csv,0.46,0.25,0.3,0.0,0.12,0.0,0.23,0.49,0.12,0.0,0.38,0.94,0.3,0.07,0.5
lufa-lib.csv,0.38,0.45,0.41,0.36,0.65,0.68,0.54,0.52,0.39,0.34,0.97,0.65,0.64,0.27,0.55
micomt.csv,0.57,0.36,0.17,0.25,0.24,1.0,0.07,0.3,0.42,0.39,0.19,0.68,0.63,0.02,0.44
sigil.csv,0.35,0.7,0.54,0.38,0.7,0.58,0.52,0.6,1.0,0.61,0.27,0.64,0.52,0.15,0.22
ultimairis.csv,0.52,0.51,0.56,0.37,0.75,0.6,0.34,0.95,0.77,0.54,0.58,0.32,0.5,0.44,0.62
voms.csv,0.04,0.1,0.07,1.0,0.18,0.1,0.1,0.18,0.18,0.18,0.15,0.06,0.27,0.02,0.0
