,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,0.14,0.0,0.14,0.15,0.02,0.05,0.15,0.04,0.11,0.07,0.2,0.25,0.08,0.0,0.06
arianne.csv,0.01,0.0,0.36,0.35,0.24,0.25,0.77,0.36,0.14,0.31,0.96,0.44,0.6,0.13,0.22
auber.csv,0.21,0.2,0.32,0.42,0.61,0.36,0.23,0.49,0.22,0.0,0.39,0.34,0.22,0.47,0.5
bl-toolkit.csv,0.31,0.4,0.0,0.23,0.5,0.46,0.79,0.2,0.3,0.47,0.62,0.5,0.54,0.13,0.28
growl-for-windows.csv,0.35,0.2,0.41,0.09,0.43,0.37,0.0,0.25,0.16,0.11,0.07,0.42,0.45,0.27,0.0
keyczar.csv,0.13,0.0,0.32,0.26,0.48,0.27,0.13,0.72,0.59,0.38,0.8,0.13,0.03,0.07,0.5
kml.csv,0.23,0.4,0.23,0.23,0.3,0.14,0.0,0.21,0.16,0.4,0.6,0.42,0.11,0.2,0.17
knowledge.csv,0.62,0.0,0.86,0.91,0.78,1.0,0.82,0.88,0.97,0.95,0.98,0.54,0.97,1.0,0.61
les-indemodables.csv,0.25,0.2,0.41,0.21,0.35,0.36,0.31,0.23,0.14,0.53,0.2,0.42,0.0,0.13,0.33
lportal.csv,0.81,0.8,0.77,0.0,0.39,0.1,0.82,0.74,0.22,0.05,0.34,0.0,0.48,0.2,0.78
lufa-lib.csv,0.4,0.4,0.36,0.47,0.57,0.36,0.41,0.31,0.24,0.36,0.01,0.28,0.52,0.0,0.33
micomt.csv,0.63,0.0,0.05,0.35,0.11,0.0,0.0,0.18,0.08,0.16,0.04,0.48,0.15,0.0,0.06
sigil.csv,0.12,0.4,0.23,0.12,0.3,0.15,0.1,0.41,0.0,0.38,0.15,0.37,0.45,0.0,0.17
ultimairis.csv,0.73,0.8,0.73,0.77,0.59,0.46,0.38,0.0,0.41,0.8,0.69,0.91,0.48,0.2,0.56
voms.csv,0.02,0.0,0.05,0.02,0.22,0.14,0.31,0.1,0.19,0.22,0.01,0.02,0.34,0.0,0.0
