,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,0.72,0.47,0.81,0.03,0.63,0.43,0.79,0.79,0.61,0.83,0.76,0.58
gmerlin.csv,0.74,0.62,0.83,0.74,0.67,0.59,0.16,0.76,0.8,0.69,0.75,0.71
google-gears.csv,0.65,0.5,0.74,0.75,0.62,0.72,0.77,0.01,0.58,0.77,0.86,0.66
gstreamer.csv,0.6,0.55,0.53,0.71,0.59,0.58,0.64,0.61,0.02,0.69,0.69,0.52
lportal.csv,0.77,0.95,0.87,0.8,0.83,0.1,0.72,0.86,0.86,0.8,0.87,0.97
metacosm.csv,0.58,0.48,0.69,0.89,0.75,0.7,0.74,0.76,0.82,0.84,0.75,0.0
mplayer-ce.csv,0.63,0.65,0.73,0.63,0.59,0.74,0.76,0.75,0.86,0.85,0.05,0.83
openmeetings.csv,0.71,0.09,0.73,0.63,0.79,0.59,0.95,0.82,0.66,0.8,0.63,0.67
qgis.csv,0.72,0.43,0.02,0.63,0.7,0.74,0.83,0.7,0.63,0.68,0.65,0.56
skia.csv,0.62,0.49,0.92,0.87,0.68,0.72,0.8,0.79,0.71,0.0,0.81,0.93
wxcrp.csv,0.13,0.78,0.67,0.65,0.72,0.77,0.76,0.71,0.71,0.61,0.74,0.56
yafdotnet.csv,0.65,0.62,0.69,0.69,0.05,0.63,0.83,0.49,0.67,0.65,0.77,0.64
