,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,0.45,0.37,0.38,0.42,0.29,0.48,0.55,0.41,0.33,0.41,0.5,0.35,0.43,0.83
customwars.csv,0.42,0.35,0.5,0.39,0.86,0.47,0.49,0.49,0.54,0.56,0.46,0.27,0.4,0.5
firebreath.csv,0.53,0.48,0.58,0.66,0.34,0.91,0.55,0.46,0.35,0.38,0.85,0.55,0.55,0.45
gss.csv,0.41,0.36,0.32,0.37,0.29,0.4,0.4,0.41,0.32,0.34,0.4,0.29,0.38,0.39
irplus.csv,0.42,0.31,0.36,0.39,0.8,0.38,0.41,0.43,0.36,0.47,0.56,0.29,0.37,0.86
kwave.csv,0.53,0.48,0.5,0.55,0.33,0.78,0.64,0.5,0.34,0.34,0.42,0.3,0.49,0.4
liferea.csv,0.56,0.57,0.52,0.55,0.5,0.71,0.71,0.53,0.75,0.65,0.91,0.45,0.62,0.75
plearn.csv,0.47,0.47,0.63,0.46,0.82,0.0,0.8,0.49,0.5,0.62,0.54,0.36,0.6,0.52
psrchive.csv,0.51,0.48,0.79,0.56,0.38,0.92,0.52,0.53,0.63,0.92,0.6,0.48,0.72,0.73
qcad2.csv,0.61,0.41,0.5,0.47,0.36,0.71,0.6,0.52,0.38,0.37,0.71,0.33,0.48,0.33
tzod.csv,0.43,0.69,0.45,0.42,0.31,0.48,0.56,0.51,0.55,0.64,0.56,0.31,0.45,0.55
wxcode.csv,0.54,0.5,0.86,0.67,0.69,0.86,0.68,0.51,0.89,0.59,0.7,0.38,0.53,0.78
xinity.csv,0.73,0.95,0.51,0.96,0.34,0.93,0.75,0.73,0.89,0.86,0.48,0.4,0.58,0.35
xmoto.csv,0.47,0.53,0.52,0.5,0.3,0.86,0.43,0.5,0.48,0.52,0.45,0.41,0.47,0.83
