,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,0.41,0.79,0.45,0.18,0.29,0.26,0.55,0.53,0.19,0.41,0.14,0.59,0.75,0.5
customwars.csv,0.43,0.84,0.59,0.27,0.43,0.16,0.49,0.57,0.23,0.5,0.23,0.59,0.6,0.88
firebreath.csv,0.3,0.85,0.48,0.24,0.23,0.36,0.53,0.46,0.19,0.36,0.2,0.64,0.67,0.67
gss.csv,0.32,0.76,0.41,0.17,0.27,0.25,0.45,0.47,0.15,0.35,0.09,0.62,0.5,0.82
irplus.csv,0.44,0.81,0.52,0.25,0.5,0.22,0.47,0.52,0.22,0.43,0.31,0.6,0.7,1.0
kwave.csv,0.25,0.74,0.31,0.15,0.23,0.35,0.47,0.38,0.14,0.34,0.08,0.63,0.58,0.8
liferea.csv,0.34,0.84,0.62,0.17,0.41,0.29,0.49,0.43,0.17,0.4,0.0,0.64,0.57,0.75
plearn.csv,0.49,0.75,0.42,0.31,0.45,0.0,0.52,0.41,0.15,0.5,0.15,0.64,0.7,0.48
psrchive.csv,0.42,0.78,0.57,0.48,0.22,0.17,0.48,0.44,0.26,0.5,0.24,0.59,0.67,0.73
qcad2.csv,0.36,0.73,0.44,0.14,0.23,0.38,0.44,0.54,0.17,0.32,0.1,0.62,0.58,0.61
tzod.csv,0.37,0.81,0.48,0.2,0.31,0.29,0.37,0.43,0.15,0.45,0.1,0.64,0.47,0.8
wxcode.csv,0.43,0.83,1.0,0.28,0.31,0.14,0.55,0.62,0.28,0.59,0.35,0.56,0.68,0.89
xinity.csv,0.18,0.59,0.31,0.07,0.23,0.36,0.38,0.27,0.11,0.19,0.06,0.79,0.37,0.59
xmoto.csv,0.41,0.83,0.43,0.23,0.23,0.29,0.42,0.48,0.2,0.39,0.11,0.56,0.68,0.83
