,recall,precision,pf,cdom,bellwether
3,0.77,0.49,0.355,4.0,qse.csv
9,0.545,0.64,0.505,9.0,kftpgrabber.csv
20,0.535,0.32,0.29,15.0,tolven.csv
38,0.65,0.385,0.33,19.0,geogebra.csv
1,0.99,0.995,0.99,0.0,benojt.csv
2,0.91,0.635,0.36,0.0,emftriple.csv
37,0.585,0.665,0.41500000000000004,1.0,ivef-sdk.csv
